olympic_id,year,season,host_city,host_nation,country,olympic_medals,olympic_medals_score,host_advantage
44,1998,Winter,Nagano,JPN,BEL,1,1,FALSE
44,1998,Winter,Nagano,JPN,BLR,2,2,FALSE
44,1998,Winter,Nagano,JPN,BUL,1,3,FALSE
44,1998,Winter,Nagano,JPN,CAN,15,105,FALSE
44,1998,Winter,Nagano,JPN,CHN,8,23,FALSE
44,1998,Winter,Nagano,JPN,CZR,3,75,FALSE
44,1998,Winter,Nagano,JPN,DEN,1,10,FALSE
44,1998,Winter,Nagano,JPN,FIN,12,70,FALSE
44,1998,Winter,Nagano,JPN,FRA,8,20,FALSE
44,1998,Winter,Nagano,JPN,GBR,1,4,FALSE
44,1998,Winter,Nagano,JPN,GER,29,100,FALSE
44,1998,Winter,Nagano,JPN,ITA,10,32,FALSE
44,1998,Winter,Nagano,JPN,JPN,10,30,TRUE
44,1998,Winter,Nagano,JPN,KAZ,2,2,FALSE
44,1998,Winter,Nagano,JPN,KOR,6,28,FALSE
44,1998,Winter,Nagano,JPN,NED,11,25,FALSE
44,1998,Winter,Nagano,JPN,NOR,25,92,FALSE
44,1998,Winter,Nagano,JPN,RUS,18,116,FALSE
44,1998,Winter,Nagano,JPN,SUI,7,31,FALSE
44,1998,Winter,Nagano,JPN,SWE,3,9,FALSE
44,1998,Winter,Nagano,JPN,GBRR,1,2,FALSE
44,1998,Winter,Nagano,JPN,USA,13,88,FALSE
45,2002,Winter,Salt Lake City,USA,AUS,2,6,FALSE
45,2002,Winter,Salt Lake City,USA,AUT,17,30,FALSE
45,2002,Winter,Salt Lake City,USA,BLR,1,1,FALSE
45,2002,Winter,Salt Lake City,USA,BUL,3,4,FALSE
45,2002,Winter,Salt Lake City,USA,CAN,17,184,FALSE
45,2002,Winter,Salt Lake City,USA,CHN,8,24,FALSE
45,2002,Winter,Salt Lake City,USA,CRO,4,11,FALSE
45,2002,Winter,Salt Lake City,USA,CZR,3,7,FALSE
45,2002,Winter,Salt Lake City,USA,EST,3,6,FALSE
45,2002,Winter,Salt Lake City,USA,FIN,7,32,FALSE
45,2002,Winter,Salt Lake City,USA,FRA,11,30,FALSE
45,2002,Winter,Salt Lake City,USA,GBR,2,16,FALSE
45,2002,Winter,Salt Lake City,USA,GER,36,136,FALSE
45,2002,Winter,Salt Lake City,USA,ITA,12,37,FALSE
45,2002,Winter,Salt Lake City,USA,JPN,2,3,FALSE
45,2002,Winter,Salt Lake City,USA,KOR,4,19,FALSE
45,2002,Winter,Salt Lake City,USA,NED,8,19,FALSE
45,2002,Winter,Salt Lake City,USA,NOR,24,98,FALSE
45,2002,Winter,Salt Lake City,USA,POL,2,3,FALSE
45,2002,Winter,Salt Lake City,USA,RUS,14,58,FALSE
45,2002,Winter,Salt Lake City,USA,SLO,1,4,FALSE
45,2002,Winter,Salt Lake City,USA,SUI,11,37,FALSE
45,2002,Winter,Salt Lake City,USA,SWE,7,28,FALSE
45,2002,Winter,Salt Lake City,USA,USA,34,164,TRUE
46,2006,Winter,Turin,ITA,AUS,2,4,FALSE
46,2006,Winter,Turin,ITA,AUT,23,69,FALSE
46,2006,Winter,Turin,ITA,BLR,1,2,FALSE
46,2006,Winter,Turin,ITA,BUL,1,2,FALSE
46,2006,Winter,Turin,ITA,CAN,24,151,FALSE
46,2006,Winter,Turin,ITA,CHN,11,22,FALSE
46,2006,Winter,Turin,ITA,CRO,3,7,FALSE
46,2006,Winter,Turin,ITA,CZR,4,32,FALSE
46,2006,Winter,Turin,ITA,EST,3,9,FALSE
46,2006,Winter,Turin,ITA,FIN,9,77,FALSE
46,2006,Winter,Turin,ITA,FRA,9,20,FALSE
46,2006,Winter,Turin,ITA,GBR,1,2,FALSE
46,2006,Winter,Turin,ITA,GER,29,125,FALSE
46,2006,Winter,Turin,ITA,ITA,11,47,TRUE
46,2006,Winter,Turin,ITA,JPN,1,3,FALSE
46,2006,Winter,Turin,ITA,KOR,11,44,FALSE
46,2006,Winter,Turin,ITA,LAT,1,1,FALSE
46,2006,Winter,Turin,ITA,NED,9,21,FALSE
46,2006,Winter,Turin,ITA,NOR,19,36,FALSE
46,2006,Winter,Turin,ITA,POL,2,3,FALSE
46,2006,Winter,Turin,ITA,RUS,23,88,FALSE
46,2006,Winter,Turin,ITA,SUI,14,40,FALSE
46,2006,Winter,Turin,ITA,SVK,1,2,FALSE
46,2006,Winter,Turin,ITA,SWE,14,158,FALSE
46,2006,Winter,Turin,ITA,GBRR,2,3,FALSE
46,2006,Winter,Turin,ITA,USA,25,82,FALSE
47,2008,Summer,Beijing,CHN,AFG,1,1,FALSE
47,2008,Summer,Beijing,CHN,ALG,2,3,FALSE
47,2008,Summer,Beijing,CHN,ARG,5,78,FALSE
47,2008,Summer,Beijing,CHN,ARM,6,6,FALSE
47,2008,Summer,Beijing,CHN,AUS,46,253,FALSE
47,2008,Summer,Beijing,CHN,AUT,3,4,FALSE
47,2008,Summer,Beijing,CHN,AZE,8,12,FALSE
47,2008,Summer,Beijing,CHN,BAH,2,13,FALSE
47,2008,Summer,Beijing,CHN,BEL,2,11,FALSE
47,2008,Summer,Beijing,CHN,BLR,19,65,FALSE
47,2008,Summer,Beijing,CHN,BRA,14,133,FALSE
47,2008,Summer,Beijing,CHN,BRN,1,3,FALSE
47,2008,Summer,Beijing,CHN,BUL,5,8,FALSE
47,2008,Summer,Beijing,CHN,CAN,18,69,FALSE
47,2008,Summer,Beijing,CHN,CHI,1,2,FALSE
47,2008,Summer,Beijing,CHN,CHN,95,382,TRUE
47,2008,Summer,Beijing,CHN,CMR,1,3,FALSE
47,2008,Summer,Beijing,CHN,COL,2,3,FALSE
47,2008,Summer,Beijing,CHN,CRO,5,7,FALSE
47,2008,Summer,Beijing,CHN,CUB,25,86,FALSE
47,2008,Summer,Beijing,CHN,CZR,6,17,FALSE
47,2008,Summer,Beijing,CHN,DEN,7,38,FALSE
47,2008,Summer,Beijing,CHN,DOM,2,5,FALSE
47,2008,Summer,Beijing,CHN,ECU,1,2,FALSE
47,2008,Summer,Beijing,CHN,EGY,1,1,FALSE
47,2008,Summer,Beijing,CHN,ESP,18,133,FALSE
47,2008,Summer,Beijing,CHN,EST,2,7,FALSE
47,2008,Summer,Beijing,CHN,ETH,7,16,FALSE
47,2008,Summer,Beijing,CHN,FIN,4,9,FALSE
47,2008,Summer,Beijing,CHN,FRA,40,148,FALSE
47,2008,Summer,Beijing,CHN,GBR,46,156,FALSE
47,2008,Summer,Beijing,CHN,GEO,6,12,FALSE
47,2008,Summer,Beijing,CHN,GER,41,201,FALSE
47,2008,Summer,Beijing,CHN,GRE,4,10,FALSE
47,2008,Summer,Beijing,CHN,HUN,10,67,FALSE
47,2008,Summer,Beijing,CHN,ICE,1,28,FALSE
47,2008,Summer,Beijing,CHN,INA,5,13,FALSE
47,2008,Summer,Beijing,CHN,IND,3,5,FALSE
47,2008,Summer,Beijing,CHN,IRL,3,4,FALSE
47,2008,Summer,Beijing,CHN,IRN,2,4,FALSE
47,2008,Summer,Beijing,CHN,ISR,1,1,FALSE
47,2008,Summer,Beijing,CHN,ITA,28,74,FALSE
47,2008,Summer,Beijing,CHN,JAM,10,42,FALSE
47,2008,Summer,Beijing,CHN,JAP,1,4,FALSE
47,2008,Summer,Beijing,CHN,JPN,24,104,FALSE
47,2008,Summer,Beijing,CHN,KAZ,12,20,FALSE
47,2008,Summer,Beijing,CHN,KEN,14,29,FALSE
47,2008,Summer,Beijing,CHN,KGZ,2,3,FALSE
47,2008,Summer,Beijing,CHN,KOR,29,168,FALSE
47,2008,Summer,Beijing,CHN,LAT,3,6,FALSE
47,2008,Summer,Beijing,CHN,LTU,5,7,FALSE
47,2008,Summer,Beijing,CHN,MAR,2,3,FALSE
47,2008,Summer,Beijing,CHN,MAS,1,2,FALSE
47,2008,Summer,Beijing,CHN,MDA,1,1,FALSE
47,2008,Summer,Beijing,CHN,MEX,3,8,FALSE
47,2008,Summer,Beijing,CHN,MGL,4,10,FALSE
47,2008,Summer,Beijing,CHN,MRI,1,1,FALSE
47,2008,Summer,Beijing,CHN,NED,15,157,FALSE
47,2008,Summer,Beijing,CHN,NGR,4,43,FALSE
47,2008,Summer,Beijing,CHN,NOR,9,59,FALSE
47,2008,Summer,Beijing,CHN,NZL,9,28,FALSE
47,2008,Summer,Beijing,CHN,PAN,1,3,FALSE
47,2008,Summer,Beijing,CHN,POL,10,45,FALSE
47,2008,Summer,Beijing,CHN,POR,2,5,FALSE
47,2008,Summer,Beijing,CHN,PRK,6,11,FALSE
47,2008,Summer,Beijing,CHN,ROM,8,32,FALSE
47,2008,Summer,Beijing,CHN,RSA,1,2,FALSE
47,2008,Summer,Beijing,CHN,RUS,72,277,FALSE
47,2008,Summer,Beijing,CHN,SIN,1,6,FALSE
47,2008,Summer,Beijing,CHN,SLO,6,17,FALSE
47,2008,Summer,Beijing,CHN,SRB,3,16,FALSE
47,2008,Summer,Beijing,CHN,SUD,1,2,FALSE
47,2008,Summer,Beijing,CHN,SUI,7,17,FALSE
47,2008,Summer,Beijing,CHN,SVK,5,15,FALSE
47,2008,Summer,Beijing,CHN,SWE,4,10,FALSE
47,2008,Summer,Beijing,CHN,THA,4,10,FALSE
47,2008,Summer,Beijing,CHN,TJK,2,3,FALSE
47,2008,Summer,Beijing,CHN,TOG,1,1,FALSE
47,2008,Summer,Beijing,CHN,TPE,4,4,FALSE
47,2008,Summer,Beijing,CHN,TRI,2,12,FALSE
47,2008,Summer,Beijing,CHN,TUN,1,3,FALSE
47,2008,Summer,Beijing,CHN,TUR,8,14,FALSE
47,2008,Summer,Beijing,CHN,GBRR,28,58,FALSE
47,2008,Summer,Beijing,CHN,USA,110,679,FALSE
47,2008,Summer,Beijing,CHN,UZB,6,10,FALSE
47,2008,Summer,Beijing,CHN,VEN,1,1,FALSE
47,2008,Summer,Beijing,CHN,VIE,1,2,FALSE
47,2008,Summer,Beijing,CHN,ZIM,4,9,FALSE
5,1908,Summer,London,GBR,ANZ,5,51,FALSE
5,1908,Summer,London,GBR,AUT,1,1,FALSE
5,1908,Summer,London,GBR,BEL,8,59,FALSE
5,1908,Summer,London,GBR,BOH,2,6,FALSE
5,1908,Summer,London,GBR,CAN,16,88,FALSE
5,1908,Summer,London,GBR,DEN,5,31,FALSE
5,1908,Summer,London,GBR,DEU,11,32,FALSE
5,1908,Summer,London,GBR,FIN,5,33,FALSE
5,1908,Summer,London,GBR,FRA,19,67,FALSE
5,1908,Summer,London,GBR,GBR,137,772,TRUE
5,1908,Summer,London,GBR,GRE,3,6,FALSE
5,1908,Summer,London,GBR,HUN,9,40,FALSE
5,1908,Summer,London,GBR,KIT,5,18,FALSE
5,1908,Summer,London,GBR,NED,2,16,FALSE
5,1908,Summer,London,GBR,NOR,8,88,FALSE
5,1908,Summer,London,GBR,RUS,2,4,FALSE
5,1908,Summer,London,GBR,SAF,2,5,FALSE
5,1908,Summer,London,GBR,SWE,22,192,FALSE
5,1908,Summer,London,GBR,USA,46,145,FALSE
6,1912,Summer,Stockholm,SWE,ANZ,7,22,FALSE
6,1912,Summer,Stockholm,SWE,AUT,4,25,FALSE
6,1912,Summer,Stockholm,SWE,BEL,6,40,FALSE
6,1912,Summer,Stockholm,SWE,CAN,8,16,FALSE
6,1912,Summer,Stockholm,SWE,DEN,12,145,FALSE
6,1912,Summer,Stockholm,SWE,DEU,25,88,FALSE
6,1912,Summer,Stockholm,SWE,EST,1,1,FALSE
6,1912,Summer,Stockholm,SWE,FIN,26,120,FALSE
6,1912,Summer,Stockholm,SWE,FRA,16,58,FALSE
6,1912,Summer,Stockholm,SWE,GBR,41,311,FALSE
6,1912,Summer,Stockholm,SWE,GRE,2,4,FALSE
6,1912,Summer,Stockholm,SWE,HUN,8,67,FALSE
6,1912,Summer,Stockholm,SWE,KIT,8,70,FALSE
6,1912,Summer,Stockholm,SWE,NED,3,26,FALSE
6,1912,Summer,Stockholm,SWE,NOR,9,161,FALSE
6,1912,Summer,Stockholm,SWE,RUS,4,17,FALSE
6,1912,Summer,Stockholm,SWE,SAF,6,19,FALSE
6,1912,Summer,Stockholm,SWE,SUI,1,6,FALSE
6,1912,Summer,Stockholm,SWE,SWE,65,397,TRUE
6,1912,Summer,Stockholm,SWE,USA,63,212,FALSE
7,1920,Summer,Atwerp,BEL,AUS,3,11,FALSE
7,1920,Summer,Atwerp,BEL,BEL,42,367,TRUE
7,1920,Summer,Atwerp,BEL,BRA,3,10,FALSE
7,1920,Summer,Atwerp,BEL,CAN,9,17,FALSE
7,1920,Summer,Atwerp,BEL,CZE,1,2,FALSE
7,1920,Summer,Atwerp,BEL,DEN,14,166,FALSE
7,1920,Summer,Atwerp,BEL,ESP,2,46,FALSE
7,1920,Summer,Atwerp,BEL,EST,3,7,FALSE
7,1920,Summer,Atwerp,BEL,FIN,33,93,FALSE
7,1920,Summer,Atwerp,BEL,FRA,41,238,FALSE
7,1920,Summer,Atwerp,BEL,GBR,42,247,FALSE
7,1920,Summer,Atwerp,BEL,GRE,1,10,FALSE
7,1920,Summer,Atwerp,BEL,JPN,2,6,FALSE
7,1920,Summer,Atwerp,BEL,KIT,25,226,FALSE
7,1920,Summer,Atwerp,BEL,LUX,1,2,FALSE
7,1920,Summer,Atwerp,BEL,NED,11,90,FALSE
7,1920,Summer,Atwerp,BEL,NOR,29,302,FALSE
7,1920,Summer,Atwerp,BEL,NZL,1,1,FALSE
7,1920,Summer,Atwerp,BEL,SAF,10,39,FALSE
7,1920,Summer,Atwerp,BEL,SUI,11,43,FALSE
7,1920,Summer,Atwerp,BEL,SWE,60,279,FALSE
7,1920,Summer,Atwerp,BEL,USA,92,429,FALSE
8,1924,Summer,Paris,FRA,ARG,6,23,FALSE
8,1924,Summer,Paris,FRA,AUS,6,19,FALSE
8,1924,Summer,Paris,FRA,AUT,4,7,FALSE
8,1924,Summer,Paris,FRA,BEL,13,73,FALSE
8,1924,Summer,Paris,FRA,CAN,4,35,FALSE
8,1924,Summer,Paris,FRA,CZE,10,16,FALSE
8,1924,Summer,Paris,FRA,DEN,11,27,FALSE
8,1924,Summer,Paris,FRA,EST,6,9,FALSE
8,1924,Summer,Paris,FRA,FIN,37,93,FALSE
8,1924,Summer,Paris,FRA,FRA,40,229,TRUE
8,1924,Summer,Paris,FRA,GBR,36,121,FALSE
8,1924,Summer,Paris,FRA,GRE,1,3,FALSE
8,1924,Summer,Paris,FRA,HAI,1,5,FALSE
8,1924,Summer,Paris,FRA,HUN,10,38,FALSE
8,1924,Summer,Paris,FRA,IRL,2,3,FALSE
8,1924,Summer,Paris,FRA,JPN,1,1,FALSE
8,1924,Summer,Paris,FRA,KIT,16,105,FALSE
8,1924,Summer,Paris,FRA,LUX,2,5,FALSE
8,1924,Summer,Paris,FRA,MON,1,1,FALSE
8,1924,Summer,Paris,FRA,NED,11,41,FALSE
8,1924,Summer,Paris,FRA,NOR,10,55,FALSE
8,1924,Summer,Paris,FRA,NZL,1,1,FALSE
8,1924,Summer,Paris,FRA,POL,2,9,FALSE
8,1924,Summer,Paris,FRA,POR,1,3,FALSE
8,1924,Summer,Paris,FRA,ROM,1,16,FALSE
8,1924,Summer,Paris,FRA,SAF,3,6,FALSE
8,1924,Summer,Paris,FRA,SUI,25,108,FALSE
8,1924,Summer,Paris,FRA,SWE,29,100,FALSE
8,1924,Summer,Paris,FRA,URU,1,45,FALSE
8,1924,Summer,Paris,FRA,USA,99,397,FALSE
8,1924,Summer,Paris,FRA,YUG,2,6,FALSE
9,1928,Summer,Amsterdam,NLD,ARG,7,50,FALSE
9,1928,Summer,Amsterdam,NLD,AUS,4,8,FALSE
9,1928,Summer,Amsterdam,NLD,AUT,4,11,FALSE
9,1928,Summer,Amsterdam,NLD,BEL,3,6,FALSE
9,1928,Summer,Amsterdam,NLD,BIN,1,42,FALSE
9,1928,Summer,Amsterdam,NLD,CAN,15,52,FALSE
9,1928,Summer,Amsterdam,NLD,CHI,1,2,FALSE
9,1928,Summer,Amsterdam,NLD,CZE,9,32,FALSE
9,1928,Summer,Amsterdam,NLD,DEN,9,29,FALSE
9,1928,Summer,Amsterdam,NLD,EGY,4,9,FALSE
9,1928,Summer,Amsterdam,NLD,ESP,1,9,FALSE
9,1928,Summer,Amsterdam,NLD,EST,5,13,FALSE
9,1928,Summer,Amsterdam,NLD,FIN,25,49,FALSE
9,1928,Summer,Amsterdam,NLD,FRA,25,98,FALSE
9,1928,Summer,Amsterdam,NLD,GBR,22,97,FALSE
9,1928,Summer,Amsterdam,NLD,GER,39,134,FALSE
9,1928,Summer,Amsterdam,NLD,HAI,1,2,FALSE
9,1928,Summer,Amsterdam,NLD,HUN,10,52,FALSE
9,1928,Summer,Amsterdam,NLD,IRL,1,3,FALSE
9,1928,Summer,Amsterdam,NLD,JPN,5,17,FALSE
9,1928,Summer,Amsterdam,NLD,KIT,20,142,FALSE
9,1928,Summer,Amsterdam,NLD,LUX,1,3,FALSE
9,1928,Summer,Amsterdam,NLD,NED,22,130,FALSE
9,1928,Summer,Amsterdam,NLD,NOR,4,21,FALSE
9,1928,Summer,Amsterdam,NLD,NZL,1,3,FALSE
9,1928,Summer,Amsterdam,NLD,PHI,1,1,FALSE
9,1928,Summer,Amsterdam,NLD,POL,7,27,FALSE
9,1928,Summer,Amsterdam,NLD,POR,1,6,FALSE
9,1928,Summer,Amsterdam,NLD,SAF,3,8,FALSE
9,1928,Summer,Amsterdam,NLD,SUI,16,72,FALSE
9,1928,Summer,Amsterdam,NLD,SWE,25,58,FALSE
9,1928,Summer,Amsterdam,NLD,URU,1,51,FALSE
9,1928,Summer,Amsterdam,NLD,USA,56,194,FALSE
9,1928,Summer,Amsterdam,NLD,YUG,5,15,FALSE
