sport_id,sport_key,sport,season,country,total_sport_medals_count,total_sport_medals_score
26,ROW,Rowing,Summer,BUL,32,54
26,ROW,Rowing,Summer,CAN,183,353
26,ROW,Rowing,Summer,CHN,24,41
26,ROW,Rowing,Summer,CRO,11,13
26,ROW,Rowing,Summer,CZE,44,61
26,ROW,Rowing,Summer,CZR,6,12
26,ROW,Rowing,Summer,DEN,66,122
26,ROW,Rowing,Summer,DEU,32,52
26,ROW,Rowing,Summer,ESP,2,4
26,ROW,Rowing,Summer,EST,4,7
26,ROW,Rowing,Summer,FIN,16,24
26,ROW,Rowing,Summer,FRA,111,193
26,ROW,Rowing,Summer,FRG,50,108
26,ROW,Rowing,Summer,GBR,216,486
26,ROW,Rowing,Summer,GDR,184,485
26,ROW,Rowing,Summer,GER,169,368
26,ROW,Rowing,Summer,GRE,53,114
26,ROW,Rowing,Summer,HUN,8,12
26,ROW,Rowing,Summer,ITA,81,162
26,ROW,Rowing,Summer,KIT,94,180
26,ROW,Rowing,Summer,LTU,2,2
26,ROW,Rowing,Summer,NED,114,200
26,ROW,Rowing,Summer,NOR,52,78
26,ROW,Rowing,Summer,NZL,55,107
26,ROW,Rowing,Summer,POL,44,69
26,ROW,Rowing,Summer,ROM,149,329
26,ROW,Rowing,Summer,RSA,2,2
26,ROW,Rowing,Summer,RUS,17,25
26,ROW,Rowing,Summer,SLO,10,16
26,ROW,Rowing,Summer,SUI,70,135
26,ROW,Rowing,Summer,SWE,10,20
26,ROW,Rowing,Summer,UKR,8,12
26,ROW,Rowing,Summer,URS,156,286
26,ROW,Rowing,Summer,URU,6,7
26,ROW,Rowing,Summer,USA,344,778
26,ROW,Rowing,Summer,YUG,13,23
27,RUG,Rugby,Summer,ANZ,15,45
27,RUG,Rugby,Summer,DEU,15,30
27,RUG,Rugby,Summer,FRA,51,119
27,RUG,Rugby,Summer,GBR,30,45
27,RUG,Rugby,Summer,ROM,16,16
27,RUG,Rugby,Summer,USA,35,105
29,SHO,Shooting,Summer,ARG,1,2
29,SHO,Shooting,Summer,AUS,10,19
29,SHO,Shooting,Summer,AUT,8,12
29,SHO,Shooting,Summer,AZE,3,5
29,SHO,Shooting,Summer,BEL,15,28
29,SHO,Shooting,Summer,BLR,6,8
29,SHO,Shooting,Summer,BRA,7,10
29,SHO,Shooting,Summer,BUL,16,30
29,SHO,Shooting,Summer,CAN,22,41
29,SHO,Shooting,Summer,CHI,1,2
29,SHO,Shooting,Summer,CHN,42,91
29,SHO,Shooting,Summer,COL,2,4
29,SHO,Shooting,Summer,CRO,1,1
29,SHO,Shooting,Summer,CUB,3,3
29,SHO,Shooting,Summer,CZE,7,16
29,SHO,Shooting,Summer,CZR,10,19
29,SHO,Shooting,Summer,DEN,26,49
29,SHO,Shooting,Summer,DEU,7,8
29,SHO,Shooting,Summer,ESP,3,5
29,SHO,Shooting,Summer,FIN,39,58
29,SHO,Shooting,Summer,FRA,72,128
29,SHO,Shooting,Summer,FRG,11,23
29,SHO,Shooting,Summer,GBR,95,186
29,SHO,Shooting,Summer,GDR,17,33
29,SHO,Shooting,Summer,GEO,1,1
29,SHO,Shooting,Summer,GER,19,40
29,SHO,Shooting,Summer,GRE,22,43
29,SHO,Shooting,Summer,HAI,5,5
29,SHO,Shooting,Summer,HUN,17,34
29,SHO,Shooting,Summer,IND,2,5
29,SHO,Shooting,Summer,ITA,28,55
29,SHO,Shooting,Summer,JPN,6,10
29,SHO,Shooting,Summer,KAZ,3,5
29,SHO,Shooting,Summer,KIT,3,6
29,SHO,Shooting,Summer,KOR,8,18
29,SHO,Shooting,Summer,KUW,1,1
29,SHO,Shooting,Summer,LAT,1,2
29,SHO,Shooting,Summer,LTU,1,3
29,SHO,Shooting,Summer,MDA,1,2
29,SHO,Shooting,Summer,MEX,1,2
29,SHO,Shooting,Summer,MGL,2,3
29,SHO,Shooting,Summer,NED,6,7
29,SHO,Shooting,Summer,NOR,82,180
29,SHO,Shooting,Summer,NZL,1,1
29,SHO,Shooting,Summer,PER,3,7
29,SHO,Shooting,Summer,POL,11,21
29,SHO,Shooting,Summer,POR,1,2
29,SHO,Shooting,Summer,PRK,2,4
29,SHO,Shooting,Summer,ROM,14,28
29,SHO,Shooting,Summer,RUS,31,60
29,SHO,Shooting,Summer,SAF,5,10
29,SHO,Shooting,Summer,SLO,2,4
29,SHO,Shooting,Summer,SUI,59,117
29,SHO,Shooting,Summer,SVK,3,4
29,SHO,Shooting,Summer,SWE,124,240
29,SHO,Shooting,Summer,UAE,1,3
29,SHO,Shooting,Summer,UKR,5,14
29,SHO,Shooting,Summer,URS,57,118
29,SHO,Shooting,Summer,USA,184,442
29,SHO,Shooting,Summer,VEN,1,1
29,SHO,Shooting,Summer,YUF,6,10
29,SHO,Shooting,Summer,YUG,4,9
30,SOC,Soccer,Summer,ARG,69,173
30,SOC,Soccer,Summer,AUT,13,26
30,SOC,Soccer,Summer,BEL,25,53
30,SOC,Soccer,Summer,BRA,103,170
30,SOC,Soccer,Summer,BUL,32,50
30,SOC,Soccer,Summer,CAN,11,33
30,SOC,Soccer,Summer,CHI,18,18
30,SOC,Soccer,Summer,CHN,16,32
30,SOC,Soccer,Summer,CMR,18,54
30,SOC,Soccer,Summer,CZE,33,82
30,SOC,Soccer,Summer,DEN,65,129
30,SOC,Soccer,Summer,ESP,55,130
30,SOC,Soccer,Summer,FRA,29,74
30,SOC,Soccer,Summer,FRG,18,18
30,SOC,Soccer,Summer,GBR,36,108
30,SOC,Soccer,Summer,GDR,51,102
30,SOC,Soccer,Summer,GER,72,72
30,SOC,Soccer,Summer,GHA,20,20
30,SOC,Soccer,Summer,GRE,11,11
30,SOC,Soccer,Summer,HUN,79,188
30,SOC,Soccer,Summer,INT,11,22
30,SOC,Soccer,Summer,ITA,17,17
30,SOC,Soccer,Summer,JPN,16,16
30,SOC,Soccer,Summer,KIT,31,59
30,SOC,Soccer,Summer,NED,41,41
30,SOC,Soccer,Summer,NGR,36,90
30,SOC,Soccer,Summer,NOR,47,83
30,SOC,Soccer,Summer,PAR,17,34
30,SOC,Soccer,Summer,POL,50,117
30,SOC,Soccer,Summer,SUI,15,30
30,SOC,Soccer,Summer,SWE,42,66
30,SOC,Soccer,Summer,URS,88,162
30,SOC,Soccer,Summer,URU,32,96
30,SOC,Soccer,Summer,USA,92,223
30,SOC,Soccer,Summer,YUG,73,145
31,SOF,Softball,Summer,AUS,65,80
31,SOF,Softball,Summer,CHN,17,34
31,SOF,Softball,Summer,JPN,45,90
31,SOF,Softball,Summer,USA,60,165
52,SPE,Speed Skating,Winter,AUS,5,7
52,SPE,Speed Skating,Winter,AUT,6,10
52,SPE,Speed Skating,Winter,BEL,1,1
52,SPE,Speed Skating,Winter,BLR,1,2
52,SPE,Speed Skating,Winter,BUL,3,5
52,SPE,Speed Skating,Winter,CAN,82,159
52,SPE,Speed Skating,Winter,CHN,37,62
52,SPE,Speed Skating,Winter,FIN,24,46
52,SPE,Speed Skating,Winter,FRG,3,9
52,SPE,Speed Skating,Winter,GBR,1,1
52,SPE,Speed Skating,Winter,GDR,29,57
52,SPE,Speed Skating,Winter,GER,40,87
52,SPE,Speed Skating,Winter,ITA,19,42
52,SPE,Speed Skating,Winter,JPN,18,25
52,SPE,Speed Skating,Winter,KAZ,1,1
52,SPE,Speed Skating,Winter,KOR,52,133
52,SPE,Speed Skating,Winter,NED,79,155
52,SPE,Speed Skating,Winter,NOR,79,157
52,SPE,Speed Skating,Winter,POL,2,3
52,SPE,Speed Skating,Winter,PRK,2,3
52,SPE,Speed Skating,Winter,RUS,12,21
52,SPE,Speed Skating,Winter,SWE,16,34
52,SPE,Speed Skating,Winter,URS,64,129
52,SPE,Speed Skating,Winter,USA,87,180
32,SWI,Swimming,Summer,ANZ,11,24
32,SWI,Swimming,Summer,ARG,3,6
32,SWI,Swimming,Summer,AUS,311,625
32,SWI,Swimming,Summer,AUT,17,27
32,SWI,Swimming,Summer,BEL,4,7
32,SWI,Swimming,Summer,BRA,17,22
32,SWI,Swimming,Summer,BUL,3,6
32,SWI,Swimming,Summer,CAN,75,111
32,SWI,Swimming,Summer,CHN,49,93
32,SWI,Swimming,Summer,CRC,4,7
32,SWI,Swimming,Summer,CRO,1,2
32,SWI,Swimming,Summer,CUB,2,3
32,SWI,Swimming,Summer,DEN,15,27
32,SWI,Swimming,Summer,DEU,29,67
32,SWI,Swimming,Summer,ESP,4,6
32,SWI,Swimming,Summer,FIN,4,5
32,SWI,Swimming,Summer,FRA,52,80
32,SWI,Swimming,Summer,FRG,48,68
32,SWI,Swimming,Summer,GBR,109,189
32,SWI,Swimming,Summer,GDR,137,299
32,SWI,Swimming,Summer,GER,125,180
32,SWI,Swimming,Summer,GRE,7,12
32,SWI,Swimming,Summer,HUN,83,173
32,SWI,Swimming,Summer,IRL,4,10
32,SWI,Swimming,Summer,ITA,22,34
32,SWI,Swimming,Summer,JPN,92,174
32,SWI,Swimming,Summer,KOR,2,5
32,SWI,Swimming,Summer,MEX,2,4
32,SWI,Swimming,Summer,NED,100,191
32,SWI,Swimming,Summer,NOR,2,3
32,SWI,Swimming,Summer,NZL,6,11
32,SWI,Swimming,Summer,PHI,2,2
32,SWI,Swimming,Summer,POL,6,11
32,SWI,Swimming,Summer,ROM,9,17
32,SWI,Swimming,Summer,RSA,11,25
32,SWI,Swimming,Summer,RUS,29,58
32,SWI,Swimming,Summer,SAF,10,12
32,SWI,Swimming,Summer,SLO,1,2
32,SWI,Swimming,Summer,SRB,1,2
32,SWI,Swimming,Summer,SUI,1,1
32,SWI,Swimming,Summer,SUR,3,5
32,SWI,Swimming,Summer,SVK,2,4
32,SWI,Swimming,Summer,SWE,61,100
32,SWI,Swimming,Summer,TRI,1,1
32,SWI,Swimming,Summer,TUN,1,3
32,SWI,Swimming,Summer,UKR,7,17
32,SWI,Swimming,Summer,URS,127,229
32,SWI,Swimming,Summer,USA,825,1959
32,SWI,Swimming,Summer,VEN,1,1
32,SWI,Swimming,Summer,YUG,2,5
32,SWI,Swimming,Summer,ZIM,7,15
33,SYN,Synchronised Swimming,Summer,CAN,28,51
33,SYN,Synchronised Swimming,Summer,CHN,9,9
33,SYN,Synchronised Swimming,Summer,ESP,11,22
33,SYN,Synchronised Swimming,Summer,FRA,2,2
33,SYN,Synchronised Swimming,Summer,JPN,42,63
33,SYN,Synchronised Swimming,Summer,RUS,32,96
33,SYN,Synchronised Swimming,Summer,USA,29,64
34,TAB,Table Tennis,Summer,CHN,61,146
34,TAB,Table Tennis,Summer,DEN,2,2
34,TAB,Table Tennis,Summer,FRA,3,4
34,TAB,Table Tennis,Summer,GER,6,11
34,TAB,Table Tennis,Summer,HKG,2,4
34,TAB,Table Tennis,Summer,KOR,30,41
34,TAB,Table Tennis,Summer,PRK,4,5
34,TAB,Table Tennis,Summer,SIN,3,6
34,TAB,Table Tennis,Summer,SWE,3,6
34,TAB,Table Tennis,Summer,TPE,2,3
34,TAB,Table Tennis,Summer,YUG,4,6
36,TEN,Tennis,Summer,ANZ,1,1
36,TEN,Tennis,Summer,ARG,5,6
36,TEN,Tennis,Summer,AUS,9,15
36,TEN,Tennis,Summer,AUT,2,4
36,TEN,Tennis,Summer,BEL,3,5
36,TEN,Tennis,Summer,BOH,5,5
36,TEN,Tennis,Summer,BUL,1,1
36,TEN,Tennis,Summer,CAN,2,6
36,TEN,Tennis,Summer,CHI,5,12
36,TEN,Tennis,Summer,CHN,4,8
36,TEN,Tennis,Summer,CRO,5,5
36,TEN,Tennis,Summer,CZE,7,11
36,TEN,Tennis,Summer,CZR,3,5
36,TEN,Tennis,Summer,DEN,1,2
36,TEN,Tennis,Summer,DEU,5,11
36,TEN,Tennis,Summer,ESP,17,30
36,TEN,Tennis,Summer,FRA,32,63
36,TEN,Tennis,Summer,FRG,3,5
36,TEN,Tennis,Summer,GBR,60,124
36,TEN,Tennis,Summer,GER,8,16
36,TEN,Tennis,Summer,GRE,11,19
36,TEN,Tennis,Summer,HUN,1,1
36,TEN,Tennis,Summer,IND,1,1
36,TEN,Tennis,Summer,INT,10,20
36,TEN,Tennis,Summer,JPN,3,6
36,TEN,Tennis,Summer,KIT,1,1
36,TEN,Tennis,Summer,NED,4,6
36,TEN,Tennis,Summer,NOR,1,1
36,TEN,Tennis,Summer,RSA,2,4
36,TEN,Tennis,Summer,RUS,5,11
36,TEN,Tennis,Summer,SAF,6,15
36,TEN,Tennis,Summer,SRB,1,1
36,TEN,Tennis,Summer,SUI,3,9
36,TEN,Tennis,Summer,SWE,14,20
36,TEN,Tennis,Summer,URS,3,3
36,TEN,Tennis,Summer,USA,48,109
35,TKD,Taekwondo,Summer,AFG,1,1
35,TKD,Taekwondo,Summer,AUS,2,5
35,TKD,Taekwondo,Summer,BRA,1,1
35,TKD,Taekwondo,Summer,CAN,2,3
35,TKD,Taekwondo,Summer,CHN,5,13
35,TKD,Taekwondo,Summer,CRO,2,2
35,TKD,Taekwondo,Summer,CUB,4,8
35,TKD,Taekwondo,Summer,DOM,1,2
35,TKD,Taekwondo,Summer,EGY,1,1
35,TKD,Taekwondo,Summer,ESP,1,2
35,TKD,Taekwondo,Summer,FRA,4,5
35,TKD,Taekwondo,Summer,GBR,1,1
35,TKD,Taekwondo,Summer,GER,1,2
35,TKD,Taekwondo,Summer,GRE,4,9
35,TKD,Taekwondo,Summer,IRI,3,5
35,TKD,Taekwondo,Summer,IRN,1,3
35,TKD,Taekwondo,Summer,ITA,1,2
35,TKD,Taekwondo,Summer,JPN,1,1
35,TKD,Taekwondo,Summer,KAZ,1,1
35,TKD,Taekwondo,Summer,KOR,12,31
35,TKD,Taekwondo,Summer,MEX,5,10
35,TKD,Taekwondo,Summer,NGR,1,1
35,TKD,Taekwondo,Summer,NOR,2,4
35,TKD,Taekwondo,Summer,RUS,1,2
35,TKD,Taekwondo,Summer,THA,2,3
35,TKD,Taekwondo,Summer,TPE,7,12
35,TKD,Taekwondo,Summer,TUR,4,6
35,TKD,Taekwondo,Summer,USA,6,12
35,TKD,Taekwondo,Summer,VEN,2,2
35,TKD,Taekwondo,Summer,VIE,1,2
38,TRI,Triathlon,Summer,AUS,4,8
38,TRI,Triathlon,Summer,AUT,1,3
38,TRI,Triathlon,Summer,CAN,2,5
38,TRI,Triathlon,Summer,CZR,1,1
38,TRI,Triathlon,Summer,GER,2,5
38,TRI,Triathlon,Summer,NZL,3,6
38,TRI,Triathlon,Summer,POR,1,2
38,TRI,Triathlon,Summer,SUI,3,5
38,TRI,Triathlon,Summer,USA,1,1
39,TUG,Tug Of War,Summer,BEL,8,8
39,TUG,Tug Of War,Summer,DEN,3,9
39,TUG,Tug Of War,Summer,DEU,8,24
39,TUG,Tug Of War,Summer,FRA,6,12
39,TUG,Tug Of War,Summer,GBR,40,88
39,TUG,Tug Of War,Summer,GRE,8,16
39,TUG,Tug Of War,Summer,NED,8,16
39,TUG,Tug Of War,Summer,SWE,19,41
39,TUG,Tug Of War,Summer,USA,15,30
40,VOL,Volleyball,Summer,ARG,12,12
40,VOL,Volleyball,Summer,AUS,4,8
40,VOL,Volleyball,Summer,BRA,101,214
40,VOL,Volleyball,Summer,BUL,22,34
40,VOL,Volleyball,Summer,CAN,2,2
40,VOL,Volleyball,Summer,CHN,63,125
40,VOL,Volleyball,Summer,CUB,58,126
40,VOL,Volleyball,Summer,CZE,24,36
40,VOL,Volleyball,Summer,ESP,2,4
40,VOL,Volleyball,Summer,GDR,24,48
40,VOL,Volleyball,Summer,GER,2,2
40,VOL,Volleyball,Summer,ITA,49,73
40,VOL,Volleyball,Summer,JPN,92,196
40,VOL,Volleyball,Summer,KOR,12,12
40,VOL,Volleyball,Summer,NED,24,60
40,VOL,Volleyball,Summer,PER,12,24
40,VOL,Volleyball,Summer,POL,34,58
40,VOL,Volleyball,Summer,PRK,11,11
40,VOL,Volleyball,Summer,ROM,10,10
40,VOL,Volleyball,Summer,RUS,61,98
40,VOL,Volleyball,Summer,SUI,2,2
40,VOL,Volleyball,Summer,URS,149,368
40,VOL,Volleyball,Summer,USA,98,216
40,VOL,Volleyball,Summer,YUF,24,48
42,WEI,Weightlifting,Summer,ARG,2,3
42,WEI,Weightlifting,Summer,ARM,4,4
42,WEI,Weightlifting,Summer,AUS,4,7
42,WEI,Weightlifting,Summer,AUT,11,24
42,WEI,Weightlifting,Summer,AZE,1,1
42,WEI,Weightlifting,Summer,BEL,4,8
42,WEI,Weightlifting,Summer,BLR,8,13
42,WEI,Weightlifting,Summer,BUL,36,76
42,WEI,Weightlifting,Summer,CAN,2,4
42,WEI,Weightlifting,Summer,CHN,43,102
42,WEI,Weightlifting,Summer,COL,3,6
42,WEI,Weightlifting,Summer,CRO,2,4
42,WEI,Weightlifting,Summer,CUB,4,9
42,WEI,Weightlifting,Summer,CZE,8,16
42,WEI,Weightlifting,Summer,DEN,3,7
42,WEI,Weightlifting,Summer,DEU,4,4
42,WEI,Weightlifting,Summer,EGY,9,21
42,WEI,Weightlifting,Summer,EST,7,12
42,WEI,Weightlifting,Summer,FIN,3,5
42,WEI,Weightlifting,Summer,FRA,16,37
42,WEI,Weightlifting,Summer,FRG,7,13
42,WEI,Weightlifting,Summer,GBR,7,12
42,WEI,Weightlifting,Summer,GDR,11,17
42,WEI,Weightlifting,Summer,GEO,2,4
42,WEI,Weightlifting,Summer,GER,20,39
42,WEI,Weightlifting,Summer,GRE,17,36
42,WEI,Weightlifting,Summer,HUN,21,34
42,WEI,Weightlifting,Summer,INA,6,8
42,WEI,Weightlifting,Summer,IND,1,1
42,WEI,Weightlifting,Summer,IRI,12,23
42,WEI,Weightlifting,Summer,IRQ,1,1
42,WEI,Weightlifting,Summer,ITA,5,7
42,WEI,Weightlifting,Summer,JPN,12,18
42,WEI,Weightlifting,Summer,KAZ,5,11
42,WEI,Weightlifting,Summer,KIT,10,23
42,WEI,Weightlifting,Summer,KOR,11,21
42,WEI,Weightlifting,Summer,LAT,2,3
42,WEI,Weightlifting,Summer,LIB,1,2
42,WEI,Weightlifting,Summer,LUX,1,2
42,WEI,Weightlifting,Summer,MEX,1,3
42,WEI,Weightlifting,Summer,NED,3,3
42,WEI,Weightlifting,Summer,NGR,1,2
42,WEI,Weightlifting,Summer,NOR,1,3
42,WEI,Weightlifting,Summer,POL,30,44
42,WEI,Weightlifting,Summer,PRK,9,15
42,WEI,Weightlifting,Summer,QAT,1,1
42,WEI,Weightlifting,Summer,ROM,11,21
42,WEI,Weightlifting,Summer,RUS,21,35
42,WEI,Weightlifting,Summer,SIN,1,2
42,WEI,Weightlifting,Summer,SUI,4,6
42,WEI,Weightlifting,Summer,SWE,4,4
42,WEI,Weightlifting,Summer,THA,6,12
42,WEI,Weightlifting,Summer,TPE,5,6
42,WEI,Weightlifting,Summer,TRI,3,4
42,WEI,Weightlifting,Summer,TUR,10,27
42,WEI,Weightlifting,Summer,UKR,6,12
42,WEI,Weightlifting,Summer,URS,71,184
42,WEI,Weightlifting,Summer,USA,43,91
42,WEI,Weightlifting,Summer,VEN,1,1
42,WEI,Weightlifting,Summer,VIE,1,2
41,WPO,Water Polo,Summer,AUS,26,52
41,WPO,Water Polo,Summer,BEL,51,84
41,WPO,Water Polo,Summer,CRO,13,26
41,WPO,Water Polo,Summer,ESP,25,63
41,WPO,Water Polo,Summer,FRA,30,44
41,WPO,Water Polo,Summer,FRG,12,12
41,WPO,Water Polo,Summer,GBR,29,87
41,WPO,Water Polo,Summer,GER,27,62
41,WPO,Water Polo,Summer,GRE,13,26
41,WPO,Water Polo,Summer,HUN,171,413
41,WPO,Water Polo,Summer,ITA,81,184
41,WPO,Water Polo,Summer,NED,33,59
41,WPO,Water Polo,Summer,RUS,39,52
41,WPO,Water Polo,Summer,SRB,13,13
41,WPO,Water Polo,Summer,SWE,24,31
41,WPO,Water Polo,Summer,URS,91,157
41,WPO,Water Polo,Summer,USA,128,216
41,WPO,Water Polo,Summer,YUF,26,39
41,WPO,Water Polo,Summer,YUG,75,187
43,WRE,Wrestling,Summer,ARM,4,7
43,WRE,Wrestling,Summer,AUS,3,4
43,WRE,Wrestling,Summer,AUT,6,10
43,WRE,Wrestling,Summer,AZE,7,14
43,WRE,Wrestling,Summer,BEL,4,7
43,WRE,Wrestling,Summer,BLR,8,11
43,WRE,Wrestling,Summer,BUL,67,130
43,WRE,Wrestling,Summer,CAN,14,24
43,WRE,Wrestling,Summer,CHN,7,13
43,WRE,Wrestling,Summer,COL,1,1
43,WRE,Wrestling,Summer,CUB,17,34
43,WRE,Wrestling,Summer,CZE,14,23
43,WRE,Wrestling,Summer,DEN,13,20
43,WRE,Wrestling,Summer,DEU,2,5
43,WRE,Wrestling,Summer,EGY,6,12
43,WRE,Wrestling,Summer,EST,10,21
43,WRE,Wrestling,Summer,FIN,85,168
43,WRE,Wrestling,Summer,FRA,16,28
43,WRE,Wrestling,Summer,FRG,9,15
43,WRE,Wrestling,Summer,GBR,17,27
43,WRE,Wrestling,Summer,GDR,7,14
43,WRE,Wrestling,Summer,GEO,9,14
43,WRE,Wrestling,Summer,GER,31,55
43,WRE,Wrestling,Summer,GRE,11,16
43,WRE,Wrestling,Summer,HUN,52,105
43,WRE,Wrestling,Summer,IND,2,2
43,WRE,Wrestling,Summer,IRI,31,53
43,WRE,Wrestling,Summer,IRN,1,1
43,WRE,Wrestling,Summer,ITA,13,26
43,WRE,Wrestling,Summer,JPN,56,121
43,WRE,Wrestling,Summer,KAZ,11,17
43,WRE,Wrestling,Summer,KGZ,2,3
43,WRE,Wrestling,Summer,KIT,7,12
43,WRE,Wrestling,Summer,KOR,34,65
43,WRE,Wrestling,Summer,LAT,1,2
43,WRE,Wrestling,Summer,LIB,3,4
43,WRE,Wrestling,Summer,LTU,1,1
43,WRE,Wrestling,Summer,MDA,1,1
43,WRE,Wrestling,Summer,MEX,1,2
43,WRE,Wrestling,Summer,MGL,8,12
43,WRE,Wrestling,Summer,MKD,1,1
43,WRE,Wrestling,Summer,NOR,5,11
43,WRE,Wrestling,Summer,PAK,1,1
43,WRE,Wrestling,Summer,POL,23,41
43,WRE,Wrestling,Summer,PRK,9,17
43,WRE,Wrestling,Summer,ROM,32,54
43,WRE,Wrestling,Summer,RUS,40,93
43,WRE,Wrestling,Summer,SUI,14,26
43,WRE,Wrestling,Summer,SVK,1,1
43,WRE,Wrestling,Summer,SWE,81,164
43,WRE,Wrestling,Summer,SYR,1,2
43,WRE,Wrestling,Summer,TJK,1,2
43,WRE,Wrestling,Summer,TUR,57,129
43,WRE,Wrestling,Summer,UKR,13,23
43,WRE,Wrestling,Summer,URS,132,304
43,WRE,Wrestling,Summer,USA,125,268
43,WRE,Wrestling,Summer,UZB,6,15
43,WRE,Wrestling,Summer,YUG,16,30
28,YAT,Sailing,Summer,AHO,1,2
28,YAT,Sailing,Summer,ARG,17,27
28,YAT,Sailing,Summer,AUS,38,78
28,YAT,Sailing,Summer,AUT,10,25
28,YAT,Sailing,Summer,BAH,4,8
28,YAT,Sailing,Summer,BEL,18,34
28,YAT,Sailing,Summer,BRA,28,52
28,YAT,Sailing,Summer,CAN,25,35
28,YAT,Sailing,Summer,CHN,4,8
28,YAT,Sailing,Summer,CUB,2,4
28,YAT,Sailing,Summer,CZR,1,2
28,YAT,Sailing,Summer,DEN,60,131
28,YAT,Sailing,Summer,DEU,9,22
28,YAT,Sailing,Summer,ESP,29,77
28,YAT,Sailing,Summer,EST,6,6
28,YAT,Sailing,Summer,FIN,32,45
28,YAT,Sailing,Summer,FRA,100,193
28,YAT,Sailing,Summer,FRG,14,26
28,YAT,Sailing,Summer,GBR,132,308
28,YAT,Sailing,Summer,GDR,15,28
28,YAT,Sailing,Summer,GER,30,50
28,YAT,Sailing,Summer,GRE,14,28
28,YAT,Sailing,Summer,HKG,1,3
28,YAT,Sailing,Summer,HUN,2,2
28,YAT,Sailing,Summer,IRL,2,4
28,YAT,Sailing,Summer,ISR,3,5
28,YAT,Sailing,Summer,ISV,1,2
28,YAT,Sailing,Summer,ITA,20,30
28,YAT,Sailing,Summer,JPN,4,6
28,YAT,Sailing,Summer,KIT,6,18
28,YAT,Sailing,Summer,LTU,1,2
28,YAT,Sailing,Summer,NED,34,66
28,YAT,Sailing,Summer,NOR,125,324
28,YAT,Sailing,Summer,NZL,22,49
28,YAT,Sailing,Summer,POL,2,4
28,YAT,Sailing,Summer,POR,8,12
28,YAT,Sailing,Summer,RUS,9,12
28,YAT,Sailing,Summer,SLO,2,3
28,YAT,Sailing,Summer,SUI,12,24
28,YAT,Sailing,Summer,SWE,108,215
28,YAT,Sailing,Summer,UKR,11,20
28,YAT,Sailing,Summer,URS,20,43
28,YAT,Sailing,Summer,USA,136,294
