olympic_id,sport_key,event,athlete,country,result,medal
1,CYC,2000m Sprint (Scratch) Men,Paul Masson,FRA,4:58.2,GOLD
1,CYC,2000m Sprint (Scratch) Men,Stamatios Nikolopoulos,GRE,5:00.2,SILVER
1,CYC,2000m Sprint (Scratch) Men,Léon Flameng,FRA,,BRONZE
1,CYC,Individual Road Race Men,Aristides Konstantinides,GRE,3:21:10,GOLD
1,CYC,Individual Road Race Men,August Goedrich,DEU,3:34:14,SILVER
1,CYC,Individual Road Race Men,Edward Battell,GBR,,BRONZE
1,CYC,One-Lap Race,Paul Masson,FRA,24.0,GOLD
1,CYC,One-Lap Race,Stamatios Nikolopoulos,GRE,26.0,SILVER
1,CYC,One-Lap Race,Adolf Schmal,AUT,26.0,BRONZE
1,CYC,10km Track Race,Paul Masson,FRA,17:54.2,GOLD
1,CYC,10km Track Race,Léon Flameng,FRA,17:54.8,SILVER
1,CYC,10km Track Race,Adolf Schmal,AUT,,BRONZE
1,CYC,100km Track Race,Léon Flameng,FRA,3:08:19,GOLD
1,CYC,100km Track Race,Georgios Kolettis,GRE,,SILVER
1,CYC,12-Hour Race,Adolf Schmal,AUT,295.3,GOLD
1,CYC,12-Hour Race,Frank Keeping,GBR,294.946,SILVER
1,FEN,Foil Individual,Eugène-Henri Gravelotte,FRA,,GOLD
1,FEN,Foil Individual,Henri Callot,FRA,,SILVER
1,FEN,Foil Individual,Perikles Pierrakos-Mavromikhalis,GRE,,BRONZE
1,FEN,Sabre Individual,Ioannis Georgiadis,GRE,,GOLD
1,FEN,Sabre Individual,Telemachos Karakalos,GRE,,SILVER
1,FEN,Sabre Individual,Holger Nielsen,DEN,,BRONZE
1,FEN,Masters Foil,Leon Pyrgos,GRE,,GOLD
1,FEN,Masters Foil,Jean Perronnet,FRA,,SILVER
1,GYM,Horizontal Bar,Hermann Weingärtner,DEU,,GOLD
1,GYM,Horizontal Bar,Alfred Flatow,DEU,,SILVER
1,GYM,Parallel Bars,Alfred Flatow,DEU,,GOLD
1,GYM,Parallel Bars,Louis Zutter,SUI,,SILVER
1,GYM,Long Horse Vault,Carl Schuhmann,DEU,,GOLD
1,GYM,Long Horse Vault,Louis Zutter,SUI,,SILVER
1,GYM,Long Horse Vault,Hermann Weingärtner,DEU,,BRONZE
1,GYM,Pommeled Horse,Louis Zutter,SUI,,GOLD
1,GYM,Pommeled Horse,Hermann Weingärtner,DEU,,SILVER
1,GYM,Rings,Ioannis Mitropoulos,GRE,,GOLD
1,GYM,Rings,Hermann Weingärtner,DEU,,SILVER
1,GYM,Rings,Petros Persakis,GRE,,BRONZE
1,GYM,Rope climbing,Nicolaos Andriakopoulos,GRE,23.4,GOLD
1,GYM,Rope climbing,Thomas Xenakis,GRE,n.a.,SILVER
1,GYM,Rope climbing,Fritz Hofmann,DEU,dnf,BRONZE
1,GYM,Parallel Bars Team,Fritz Hofmann,DEU,,GOLD
1,GYM,Parallel Bars Team,Gustav Flatow,DEU,,GOLD
1,GYM,Parallel Bars Team,Georg Hilmar,DEU,,GOLD
1,GYM,Parallel Bars Team,Conrad Böcker,DEU,,GOLD
1,GYM,Parallel Bars Team,Alfred Flatow,DEU,,GOLD
1,GYM,Parallel Bars Team,Karl Neukirch,DEU,,GOLD
1,GYM,Parallel Bars Team,Fritz Manteuffel,DEU,,GOLD
1,GYM,Parallel Bars Team,Hermann Weingärtner,DEU,,GOLD
1,GYM,Parallel Bars Team,Richard Röstel,DEU,,GOLD
1,GYM,Parallel Bars Team,Gustav Schuft,DEU,,GOLD
1,GYM,Parallel Bars Team,Carl Schuhmann,DEU,,GOLD
1,GYM,Parallel Bars Team,Thomas Xenakis,GRE,,SILVER
1,GYM,Parallel Bars Team,Petros Persakis,GRE,,SILVER
1,GYM,Parallel Bars Team,Nicolaos Andriakopoulos,GRE,,SILVER
1,GYM,Parallel Bars Team,Sotirios Athanasopoulos,GRE,,SILVER
1,GYM,Parallel Bars Team,Philippos Karvelas,GRE,,BRONZE
1,GYM,Parallel Bars Team,Ioannis Khrisaphos,GRE,,BRONZE
1,GYM,Parallel Bars Team,Dimitrios Loundras,GRE,,BRONZE
1,GYM,Parallel Bars Team,Ioannis Mitropoulos,GRE,,BRONZE
1,GYM,Horizontal Bar Team,Fritz Manteuffel,DEU,,GOLD
1,GYM,Horizontal Bar Team,Karl Neukirch,DEU,,GOLD
1,GYM,Horizontal Bar Team,Gustav Schuft,DEU,,GOLD
1,GYM,Horizontal Bar Team,Richard Röstel,DEU,,GOLD
1,GYM,Horizontal Bar Team,Hermann Weingärtner,DEU,,GOLD
1,GYM,Horizontal Bar Team,Fritz Hofmann,DEU,,GOLD
1,GYM,Horizontal Bar Team,Georg Hilmar,DEU,,GOLD
1,GYM,Horizontal Bar Team,Gustav Flatow,DEU,,GOLD
1,GYM,Horizontal Bar Team,Conrad Böcker,DEU,,GOLD
1,GYM,Horizontal Bar Team,Alfred Flatow,DEU,,GOLD
1,GYM,Horizontal Bar Team,Carl Schuhmann,DEU,,GOLD
1,SHO,Pistol 25m,Ioannis Fragoudis,GRE,344,GOLD
1,SHO,Pistol 25m,Georgios Orfanidis,GRE,249,SILVER
1,SHO,Pistol 25m,Holger Nielsen,DEN,n/a,BRONZE
1,SHO,Free Pistol,Sumner Paine,USA,442,GOLD
1,SHO,Free Pistol,Holger Nielsen,DEN,285,SILVER
1,SHO,Free Pistol,Ioannis Fragoudis,GRE,n/a,BRONZE
1,SHO,Military Revolver,John Paine,USA,442,GOLD
1,SHO,Military Revolver,Sumner Paine,USA,380,SILVER
1,SHO,Military Revolver,Mnokolaos Morakis,GRE,205,BRONZE
1,SHO,Free Rifle,Pantelis Karasevdas,GRE,2320,GOLD
1,SHO,Free Rifle,Pavlos Pavlidis,GRE,1978,SILVER
1,SHO,Free Rifle,Nikolaos Trikoupis,GRE,1713,BRONZE
1,SHO,Army Gun 300m,Georgios Orfanidis,GRE,1583,GOLD
1,SHO,Army Gun 300m,Ioannis Fragoudis,GRE,1312,SILVER
1,SHO,Army Gun 300m,Viggo Jensen,DEN,1305,BRONZE
1,SWI,100m Freestyle Men,Alfréd Hajós,HUN,1:22.2,GOLD
1,SWI,100m Freestyle Men,Otto Herschmann,AUT,1:22.8,SILVER
1,SWI,500m Freestyle Men,Paul Neumann,AUT,8:12.6,GOLD
1,SWI,500m Freestyle Men,Antonios Pepanos,GRE,9:57.6,SILVER
1,SWI,500m Freestyle Men,Efstathios  Chorafas,GRE,n/a,BRONZE
1,SWI,1200m Freestyle Men,Alfréd Hajós,HUN,18:22.2,GOLD
1,SWI,1200m Freestyle Men,Ioannis Andreou,GRE,21:03.4,SILVER
1,SWI,1200m Freestyle Men,Efstathios  Chorafas,GRE,n/a,BRONZE
1,SWI,100m Freestyle for Sailors,Ioannis Malokinis,GRE,2:20.4,GOLD
1,SWI,100m Freestyle for Sailors,Spyros Chasapis,GRE,n/a,SILVER
1,SWI,100m Freestyle for Sailors,Dimitrios Drivas,GRE,n/a,BRONZE
1,TEN,Men's Singles,John Boland,GBR,,GOLD
1,TEN,Men's Singles,Dionyssios Kasdaglis,GRE,,SILVER
1,TEN,Men's Singles,Konstantinos Paspatis,GRE,,BRONZE
1,TEN,Men's Singles,Momcsilló Topavicza,HUN,,BRONZE
1,TEN,Men's Doubles,Fritz Traun,INT,,GOLD
1,TEN,Men's Doubles,John Boland,INT,,GOLD
1,TEN,Men's Doubles,Dionyssios Kasdaglis,INT,,SILVER
1,TEN,Men's Doubles,Dimitris Petrokokkinos,INT,,SILVER
1,TEN,Men's Doubles,George Robertson,INT,,BRONZE
1,TEN,Men's Doubles,Teddy Flack,INT,,BRONZE
1,ATH,100m Men,Tom Burke,USA,12.0,GOLD
1,ATH,100m Men,Fritz Hofmann,DEU,12.2 est.,SILVER
1,ATH,100m Men,Francis Lane,USA,12.6,BRONZE
1,ATH,100m Men,Alajos Szokolyi,HUN,12.6 est.,BRONZE
1,ATH,400m Men,Tom Burke,USA,54.2,GOLD
1,ATH,400m Men,Herbert Jamison,USA,n/a,SILVER
1,ATH,400m Men,Charles Gmelin,GBR,n/a,BRONZE
1,ATH,800m Men,Teddy Flack,AUS,2:11.0,GOLD
1,ATH,800m Men,Nándor Dáni,HUN,2:11.8 est.,SILVER
1,ATH,800m Men,Demitrios Golemis,GRE,n/a,BRONZE
1,ATH,1500m Men,Teddy Flack,AUS,4:33.2,GOLD
1,ATH,1500m Men,Arthur Blake,USA,4:34.0 est.,SILVER
1,ATH,1500m Men,Albin Lermusiaux,FRA,4:36.0 est.,BRONZE
1,ATH,Marathon Men,Spiridon Louis,GRE,2:58:50,GOLD
1,ATH,Marathon Men,Charilaos Vasilakos,GRE,3:06:03,SILVER
1,ATH,Marathon Men,Gyula Kellner,HUN,3:09:35,BRONZE
1,ATH,110m Hurdles Men,Tom Curtis,USA,17.6,GOLD
1,ATH,110m Hurdles Men,Grantley Goulding,GBR,17.7,SILVER
1,ATH,High Jump Men,Ellery Clark,USA,1.81,GOLD
1,ATH,High Jump Men,James Connolly,USA,1.65,SILVER
1,ATH,High Jump Men,Bob Garrett,USA,1.65,SILVER
1,ATH,Pole Vault Men,Bill Hoyt,USA,3.30,GOLD
1,ATH,Pole Vault Men,Albert Tyler,USA,3.25,SILVER
1,ATH,Pole Vault Men,Ioannis Theodoropoulos,GRE,2.85,BRONZE
1,ATH,Pole Vault Men,Evangelos Damaskos,GRE,2.85,BRONZE
1,ATH,Long Jump Men,Ellery Clark,USA,6.35,GOLD
1,ATH,Long Jump Men,Bob Garrett,USA,6.18,SILVER
1,ATH,Long Jump Men,James Connolly,USA,6.11,BRONZE
1,ATH,Triple Jump Men,James Connolly,USA,13.71,GOLD
1,ATH,Triple Jump Men,Alexandre Tuffère,FRA,12.70,SILVER
1,ATH,Triple Jump Men,Ioannis Persakis,GRE,12.52,BRONZE
1,ATH,Shot Put Men,Bob Garrett,USA,11.22,GOLD
1,ATH,Shot Put Men,Miltiades Gouskos,GRE,11.15,SILVER
1,ATH,Shot Put Men,Georgios Papasideris,GRE,10.36,BRONZE
1,ATH,Discus Throw Men,Bob Garrett,USA,29.15,GOLD
1,ATH,Discus Throw Men,Panayiotis Paraskevopoulos,GRE,28.955,SILVER
1,ATH,Discus Throw Men,Sotiris Versis,GRE,28.78,BRONZE
1,WEI,Heavyweight (Two-handed),Viggo Jensen,DEN,111.5,GOLD
1,WEI,Heavyweight (Two-handed),Launceston Elliot,GBR,111.5,SILVER
1,WEI,Heavyweight (Two-handed),Alexandros Nikolopoulos,GRE,,BRONZE
1,WEI,Heavyweight (Two-handed),Carl Schuhmann,DEU,,BRONZE
1,WEI,Heavyweight (Two-handed),Momcsilló Topavicza,HUN,,BRONZE
1,WEI,Heavyweight (Two-handed),Sotiris Versis,GRE,,BRONZE
1,WEI,Heavyweight One Handed,Launceston Elliot,GBR,71,GOLD
1,WEI,Heavyweight One Handed,Viggo Jensen,DEN,57.2,SILVER
1,WEI,Heavyweight One Handed,Alexandros Nikolopoulos,GRE,n/a,BRONZE
1,WRE,Greco-Roman Heavyweight,Carl Schuhmann,DEU,,GOLD
1,WRE,Greco-Roman Heavyweight,Georgios Tsitas,GRE,,SILVER
1,WRE,Greco-Roman Heavyweight,Stephanos Khristopoulos,GRE,,BRONZE
2,ARC,Sur la perche á la herse Men,Emmanuel Foulon,BEL,,GOLD
2,ARC,Sur la perche á la herse Men,Emile Druart,BEL,,SILVER
2,ARC,Sur la perche á la herse Men,Auguste Serrurier,FRA,,SILVER
2,ARC,Sur la perche á la pyramide Men,Emile Grumiaux,FRA,,GOLD
2,ARC,Sur la perche á la pyramide Men,Auguste Serrurier,FRA,,SILVER
2,ARC,Sur la perche á la pyramide Men,Louis Glinaux,BEL,,BRONZE
2,ARC,Au cordon doré 33m Men,Hubert van Innis,BEL,,GOLD
2,ARC,Au cordon doré 33m Men,Victor Thibaud,FRA,,SILVER
2,ARC,Au cordon doré 33m Men,Charles-Frédéric Petit,FRA,,BRONZE
2,ARC,Au cordon doré 50m Men,Henri Herouin,FRA,31,GOLD
2,ARC,Au cordon doré 50m Men,Hubert van Innis,BEL,29,SILVER
2,ARC,Au cordon doré 50m Men,Emile Fisseux,FRA,28,BRONZE
2,ARC,Au chapelet 33m Men,Hubert van Innis,BEL,,GOLD
2,ARC,Au chapelet 33m Men,Victor Thibaud,FRA,,SILVER
2,ARC,Au chapelet 33m Men,Charles-Frédéric Petit,FRA,,BRONZE
2,ARC,Au chapelet 50m Men,Eugène Mougin,FRA,,GOLD
2,ARC,Au chapelet 50m Men,Henri Helle,FRA,,SILVER
2,ARC,Au chapelet 50m Men,Emile Mercier,FRA,,BRONZE
2,CRI,Cricket,George Buckley,GBR,,GOLD
2,CRI,Cricket,Francis Burchell,GBR,,GOLD
2,CRI,Cricket,Fred Christian,GBR,,GOLD
2,CRI,Cricket,Harry Corner,GBR,,GOLD
2,CRI,Cricket,Frederick Cuming,GBR,,GOLD
2,CRI,Cricket,William Donne,GBR,,GOLD
2,CRI,Cricket,Charles Beachcroft,GBR,,GOLD
2,CRI,Cricket,Arthur Birkett,GBR,,GOLD
2,CRI,Cricket,Alfred Bowerman,GBR,,GOLD
2,CRI,Cricket,Alfred Powlesland,GBR,,GOLD
2,CRI,Cricket,John Symes,GBR,,GOLD
2,CRI,Cricket,Montague Toller,GBR,,GOLD
2,CRI,Cricket,Philip H Tomalin,FRA,,SILVER
2,CRI,Cricket,Henry Terry,FRA,,SILVER
2,CRI,Cricket,W Anderson,FRA,,SILVER
2,CRI,Cricket,W T Attrill,FRA,,SILVER
2,CRI,Cricket,D Robinson,FRA,,SILVER
2,CRI,Cricket,F Roques,FRA,,SILVER
2,CRI,Cricket,A J Schneidau,FRA,,SILVER
2,CRI,Cricket,J Braid,FRA,,SILVER
2,CRI,Cricket,W Browning,FRA,,SILVER
2,CRI,Cricket,R Horne,FRA,,SILVER
2,CRI,Cricket,T H Jordan,FRA,,SILVER
2,CRI,Cricket,A McEvoy,FRA,,SILVER
2,CRO,Croquet Singles (1 Ball),Aumoitte,FRA,45,GOLD
2,CRO,Croquet Singles (1 Ball),Johin,FRA,21,SILVER
2,CRO,Croquet Singles (2 Balls),Waydelick,FRA,,GOLD
2,CRO,Croquet Singles (2 Balls),Vigneron,FRA,,SILVER
2,CRO,Croquet Singles (2 Balls),Sautereau,FRA,,BRONZE
2,CRO,Croquet Doubles,Johin,FRA,,GOLD
2,CRO,Croquet Doubles,Aumoitte,FRA,,GOLD
2,CYC,2000m Sprint (Scratch) Men,Georges Taillandier,FRA,2:52.0,GOLD
2,CYC,2000m Sprint (Scratch) Men,Fernand Sanz,FRA,,SILVER
2,CYC,2000m Sprint (Scratch) Men,John Lake,USA,,BRONZE
2,CYC,25km Track Race,Louis Bastien,FRA,,GOLD
2,CYC,25km Track Race,Louis Hildebrand,FRA,,SILVER
2,CYC,25km Track Race,Daumain,FRA,,BRONZE
2,EQU,Jumping Individual,Aimé Haegeman,BEL,2:16.0,GOLD
2,EQU,Jumping Individual,Georges van de Poele,BEL,2:17.6,SILVER
2,EQU,Jumping Individual,Louis de Champsavin,FRA,2:26.0,BRONZE
2,EQU,High Jump,Dominique Gardères,FRA,1.85,GOLD
2,EQU,High Jump,Gian Giorgio Trissino,KIT,,GOLD
2,EQU,High Jump,Georges van de Poele,BEL,1.70,BRONZE
2,EQU,Long Jump,Constant van Langhendonck,BEL,6.10,GOLD
2,EQU,Long Jump,Gian Giorgio Trissino,KIT,5.70,SILVER
2,EQU,Long Jump,de Bellegarde,FRA,5.30,BRONZE
2,EQU,Hacks and Hunter combined,Napoléon Murat,FRA,,GOLD
2,EQU,Hacks and Hunter combined,Archenoul,FRA,,SILVER
2,EQU,Hacks and Hunter combined,Marquis de Montesquiou-Fézensac,FRA,,BRONZE
2,EQU,Mail Coach,Georges Nagelmackers,BEL,,GOLD
2,EQU,Mail Coach,Léon Thome,FRA,,SILVER
2,EQU,Mail Coach,de Neuflize Baron,FRA,,BRONZE
2,FEN,Foil Individual,Emile Coste,FRA,,GOLD
2,FEN,Foil Individual,Henri Masson,FRA,,SILVER
2,FEN,Foil Individual,Jacques Boulenger,FRA,,BRONZE
2,FEN,Épée Individual,Ramón Fonst,CUB,,GOLD
2,FEN,Épée Individual,Louis Perrée,FRA,,SILVER
2,FEN,Épée Individual,Léon Sée,FRA,,BRONZE
2,FEN,Sabre Individual,Georges de la Falaise,FRA,,GOLD
2,FEN,Sabre Individual,Léon Thiébaut,FRA,,SILVER
2,FEN,Sabre Individual,Fritz Flesch,AUT,,BRONZE
2,FEN,Masters Foil,Lucien Mérignac,FRA,,GOLD
2,FEN,Masters Foil,Alphonse Kirchhoffer,FRA,,SILVER
2,FEN,Masters Foil,Jean-Baptiste Mimiague,FRA,,BRONZE
2,FEN,Masters Épée,Albert Ayat,FRA,,GOLD
2,FEN,Masters Épée,Emile Bougnol,FRA,,SILVER
2,FEN,Masters Épée,Henri Laurent,FRA,,BRONZE
2,FEN,Épée for Amateurs and Masters (Open),Albert Ayat,FRA,,GOLD
2,FEN,Épée for Amateurs and Masters (Open),Ramón Fonst,CUB,,SILVER
2,FEN,Épée for Amateurs and Masters (Open),Léon Sée,FRA,,BRONZE
2,FEN,Masters Sabre,Antonio Conte,KIT,,GOLD
2,FEN,Masters Sabre,Italo Santelli,KIT,,SILVER
2,FEN,Masters Sabre,Milan Neralic,AUT,,BRONZE
2,GOL,Golf Men,Charles Sands,USA,167,GOLD
2,GOL,Golf Men,Walter Rutherford,GBR,168,SILVER
2,GOL,Golf Men,David Robertson,GBR,175,BRONZE
2,GOL,Golf Women,Margaret Abbott,USA,47,GOLD
2,GOL,Golf Women,Polly Whittier,USA,49,SILVER
2,GOL,Golf Women,Daria Pratt,USA,53,BRONZE
2,GYM,All-around Individual Men,Gustave Sandras,FRA,302,GOLD
2,GYM,All-around Individual Men,Noël Bas,FRA,295,SILVER
2,GYM,All-around Individual Men,Lucien Démanet,FRA,293,BRONZE
2,PEB,2-man Teams with Cesta,Amezola,ESP,,GOLD
2,PEB,2-man Teams with Cesta,Villota,ESP,,GOLD
2,PEB,2-man Teams with Cesta,Maurice Durquetty,FRA,,SILVER
2,PEB,2-man Teams with Cesta,Etchegaray,FRA,,SILVER
2,POL,Polo,Denis Daly,INT,,GOLD
2,POL,Polo,John Beresford,INT,,GOLD
2,POL,Polo,Foxhall Keene,INT,,GOLD
2,POL,Polo,Frank MacKey,INT,,GOLD
2,POL,Polo,Alfred Rawlinson,INT,,GOLD
2,POL,Polo,Frederick Freake,INT,,SILVER
2,POL,Polo,Walter McCreery,INT,,SILVER
2,POL,Polo,Walter Buckmaster,INT,,SILVER
2,POL,Polo,José de Madre,INT,,SILVER
2,POL,Polo,Robert Fournier-Sarloveze,INT,,BRONZE
2,POL,Polo,Eustaquio de Escandón,MEX,,BRONZE
2,POL,Polo,Manuel de Escandón,MEX,,BRONZE
2,POL,Polo,Pablo de Escandón,MEX,,BRONZE
2,POL,Polo,Maurice Raoul-Duval,INT,,BRONZE
2,POL,Polo,Frederick Gill,INT,,BRONZE
2,POL,Polo,Edouard Baron de Rothschild,INT,,BRONZE
2,POL,Polo,Guillermo Wright,MEX,,BRONZE
2,ROW,Single Sculls Men,Henri Barrelet,FRA,7:35.6,GOLD
2,ROW,Single Sculls Men,André Gaudin,FRA,7:41.6,SILVER
2,ROW,Single Sculls Men,St. George Ashe,GBR,8:15.6,BRONZE
2,ROW,Coxed Pairs Men,Françoise Brandt,NED,7:34.2,GOLD
2,ROW,Coxed Pairs Men,Hermanus Brockmann,NED,7:34.2,GOLD
2,ROW,Coxed Pairs Men,Roelof Klein,NED,7:34.2,GOLD
2,ROW,Coxed Pairs Men,Louis Martinet,FRA,7:34.4,SILVER
2,ROW,Coxed Pairs Men,Waleff,FRA,7:34.4,SILVER
2,ROW,Coxed Pairs Men,Erneste Védrenne,FRA,7:57.2,BRONZE
2,ROW,Coxed Pairs Men,Paoli,FRA,7:57.2,BRONZE
2,ROW,Coxed Pairs Men,Carlos Deltour,FRA,7:57.2,BRONZE
2,ROW,Coxed Fours Men 1. Final,Emile Delchambre,FRA,7:11.0,GOLD
2,ROW,Coxed Fours Men 1. Final,Henri Hazebroucq,FRA,7:11.0,GOLD
2,ROW,Coxed Fours Men 1. Final,Henri Bouckaert,FRA,7:11.0,GOLD
2,ROW,Coxed Fours Men 1. Final,Jean Cau,FRA,7:11.0,GOLD
2,ROW,Coxed Fours Men 1. Final,Charlot,FRA,7:11.0,GOLD
2,ROW,Coxed Fours Men 1. Final,Charles Perrin,FRA,7:18.0,SILVER
2,ROW,Coxed Fours Men 1. Final,Daniel Soubeyran,FRA,7:18.0,SILVER
2,ROW,Coxed Fours Men 1. Final,Georges Lumpp,FRA,7:18.0,SILVER
2,ROW,Coxed Fours Men 1. Final,Emile Wegelin,FRA,7:18.0,SILVER
2,ROW,Coxed Fours Men 1. Final,Julius Körner,DEU,7:18.2,BRONZE
2,ROW,Coxed Fours Men 1. Final,Hugo Rüster,DEU,7:18.2,BRONZE
2,ROW,Coxed Fours Men 1. Final,Adolf Möller,DEU,7:18.2,BRONZE
2,ROW,Coxed Fours Men 1. Final,Wilhelm Carstens,DEU,7:18.2,BRONZE
2,ROW,Coxed Fours Men 1. Final,Max Ammermann,DEU,7:18.2,BRONZE
2,ROW,Coxed Fours Men 2. Final,Carl Goßler,DEU,5:59.0,GOLD
2,ROW,Coxed Fours Men 2. Final,Gustav Goßler,DEU,5:59.0,GOLD
2,ROW,Coxed Fours Men 2. Final,Oscar Goßler,DEU,5:59.0,GOLD
2,ROW,Coxed Fours Men 2. Final,Walther Katzenstein,DEU,5:59.0,GOLD
2,ROW,Coxed Fours Men 2. Final,Waldemar Tietgens,DEU,5:59.0,GOLD
2,ROW,Coxed Fours Men 2. Final,Johannes Terwogt,NED,6:33.0,SILVER
2,ROW,Coxed Fours Men 2. Final,Gerhard Lotsy,NED,6:33.0,SILVER
2,ROW,Coxed Fours Men 2. Final,Paulus Lotsy,NED,6:33.0,SILVER
2,ROW,Coxed Fours Men 2. Final,Coenraad Hiebendaal,NED,6:33.0,SILVER
2,ROW,Coxed Fours Men 2. Final,Hermanus Brockmann,NED,6:33.0,SILVER
2,ROW,Coxed Fours Men 2. Final,Ernst Felle,DEU,7:18.2,BRONZE
2,ROW,Coxed Fours Men 2. Final,Otto Fickeisen,DEU,7:18.2,BRONZE
2,ROW,Coxed Fours Men 2. Final,Franz Kröwerath,DEU,7:18.2,BRONZE
2,ROW,Coxed Fours Men 2. Final,Carl Lehle,DEU,7:18.2,BRONZE
2,ROW,Coxed Fours Men 2. Final,Hermann Wilker,DEU,7:18.2,BRONZE
2,ROW,Eights Men,Roscoe Lockwood,USA,6:09.8,GOLD
2,ROW,Eights Men,Edward Marsh,USA,6:09.8,GOLD
2,ROW,Eights Men,John Geiger,USA,6:09.8,GOLD
2,ROW,Eights Men,John Exley,USA,6:09.8,GOLD
2,ROW,Eights Men,James Juvenal,USA,6:09.8,GOLD
2,ROW,Eights Men,Edward Hedley,USA,6:09.8,GOLD
2,ROW,Eights Men,Louis Abell,USA,6:09.8,GOLD
2,ROW,Eights Men,William Carr,USA,6:09.8,GOLD
2,ROW,Eights Men,Harry DeBaecke,USA,6:09.8,GOLD
2,ROW,Eights Men,Jules De Bisschop,BEL,6:13.8,SILVER
2,ROW,Eights Men,Oscar DeCock,BEL,6:13.8,SILVER
2,ROW,Eights Men,Prospère Bruggeman,BEL,6:13.8,SILVER
2,ROW,Eights Men,Maurice Hemelsoet,BEL,6:13.8,SILVER
2,ROW,Eights Men,Oscar Charles de Somville,BEL,6:13.8,SILVER
2,ROW,Eights Men,Frank Odberg,BEL,6:13.8,SILVER
2,ROW,Eights Men,Marcel Lucien van Crombrugge,BEL,6:13.8,SILVER
2,ROW,Eights Men,Alfred Vanlandeghem,BEL,6:13.8,SILVER
2,ROW,Eights Men,Maurice Verdonck,BEL,6:13.8,SILVER
2,ROW,Eights Men,Johannes van Dijk,NED,6:23.0,BRONZE
2,ROW,Eights Men,Henrikus Tromp,NED,6:23.0,BRONZE
2,ROW,Eights Men,Hendrik Offerhaus,NED,6:23.0,BRONZE
2,ROW,Eights Men,Walter Middelberg,NED,6:23.0,BRONZE
2,ROW,Eights Men,Walter Thijssen,NED,6:23.0,BRONZE
2,ROW,Eights Men,Ruud Leegstra,NED,6:23.0,BRONZE
2,ROW,Eights Men,Roelof Klein,NED,6:23.0,BRONZE
2,ROW,Eights Men,Hermanus Brockmann,NED,6:23.0,BRONZE
2,ROW,Eights Men,Françoise Brandt,NED,6:23.0,BRONZE
2,RUG,Rugby,Vladimir Aïtoff,FRA,,GOLD
2,RUG,Rugby,A Albert,FRA,,GOLD
2,RUG,Rugby,Jean Binoche,FRA,,GOLD
2,RUG,Rugby,Jean Collas,FRA,,GOLD
2,RUG,Rugby,Jean-Guy Gautier,FRA,,GOLD
2,RUG,Rugby,Auguste Giroux,FRA,,GOLD
2,RUG,Rugby,Charles Gondouin,FRA,,GOLD
2,RUG,Rugby,Constantin Henriquez,FRA,,GOLD
2,RUG,Rugby,J Hervé,FRA,,GOLD
2,RUG,Rugby,Victor Larchandet,FRA,,GOLD
2,RUG,Rugby,Hubert Lefebvre,FRA,,GOLD
2,RUG,Rugby,Joseph Olivier,FRA,,GOLD
2,RUG,Rugby,Alexandre Pharamond,FRA,,GOLD
2,RUG,Rugby,Frantz Reichel,FRA,,GOLD
2,RUG,Rugby,André Rischmann,FRA,,GOLD
2,RUG,Rugby,Albert Roosevelt,FRA,,GOLD
2,RUG,Rugby,Emile Sarrade,FRA,,GOLD
2,RUG,Rugby,August Schmierer,DEU,,SILVER
2,RUG,Rugby,Heinrich Reitz,DEU,,SILVER
2,RUG,Rugby,Eduard Poppe,DEU,,SILVER
2,RUG,Rugby,Hans Latscha,DEU,,SILVER
2,RUG,Rugby,Erich Ludwig,DEU,,SILVER
2,RUG,Rugby,Richard Ludwig,DEU,,SILVER
2,RUG,Rugby,Fritz Müller,DEU,,SILVER
2,RUG,Rugby,Willy Hofmeister,DEU,,SILVER
2,RUG,Rugby,Hermann Kreuzer,DEU,,SILVER
2,RUG,Rugby,Arnold Landvoigt,DEU,,SILVER
2,RUG,Rugby,Jacob Herrmann,DEU,,SILVER
2,RUG,Rugby,Albert Amrhein,DEU,,SILVER
2,RUG,Rugby,Georg Wenderoth,DEU,,SILVER
2,RUG,Rugby,Adolf Stockhausen,DEU,,SILVER
2,RUG,Rugby,Hugo Betting,DEU,,SILVER
2,RUG,Rugby,M W Talbott,GBR,,BRONZE
2,RUG,Rugby,J G Wallis,GBR,,BRONZE
2,RUG,Rugby,Claude Whittindale,GBR,,BRONZE
2,RUG,Rugby,Raymond Whittindale,GBR,,BRONZE
2,RUG,Rugby,F H Wilson,GBR,,BRONZE
2,RUG,Rugby,F C Baylis,GBR,,BRONZE
2,RUG,Rugby,Arthur Darby,GBR,,BRONZE
2,RUG,Rugby,C P Deykin,GBR,,BRONZE
2,RUG,Rugby,Henry Birtles,GBR,,BRONZE
2,RUG,Rugby,J Cantion,GBR,,BRONZE
2,RUG,Rugby,L Hood,GBR,,BRONZE
2,RUG,Rugby,H S Nicol,GBR,,BRONZE
2,RUG,Rugby,M L Logan,GBR,,BRONZE
2,RUG,Rugby,H A Loveitt,GBR,,BRONZE
2,RUG,Rugby,V Smith,GBR,,BRONZE
2,YAT,½ Ton Class - Race 1,Pierre Gervais,FRA,18,GOLD
2,YAT,½ Ton Class - Race 1,Jean Charcot,FRA,15,SILVER
2,YAT,½ Ton Class - Race 1,Robert Linzeler,FRA,15,SILVER
2,YAT,½ Ton Class - Race 1,Texier II,FRA,15,SILVER
2,YAT,½ Ton Class - Race 1,Texier,FRA,15,SILVER
