olympic_id,year,season,host_city,host_nation,country,sport_id,sport_key,sport,olympic_medals_by_sport,olympic_medals_score_by_sport,host_nation
20,1980,Summer,Moscow,RUS,IRL,6,BOX,Boxing,1,1,FALSE
20,1980,Summer,Moscow,RUS,ITA,6,BOX,Boxing,1,3,FALSE
20,1980,Summer,Moscow,RUS,POL,6,BOX,Boxing,5,6,FALSE
20,1980,Summer,Moscow,RUS,PRK,6,BOX,Boxing,1,1,FALSE
20,1980,Summer,Moscow,RUS,ROM,6,BOX,Boxing,2,2,FALSE
20,1980,Summer,Moscow,RUS,UGA,6,BOX,Boxing,1,2,FALSE
20,1980,Summer,Moscow,RUS,URS,6,BOX,Boxing,8,16,FALSE
20,1980,Summer,Moscow,RUS,VEN,6,BOX,Boxing,1,2,FALSE
20,1980,Summer,Moscow,RUS,YUG,6,BOX,Boxing,1,3,FALSE
21,1984,Summer,Los Angeles,USA,ALG,6,BOX,Boxing,2,2,FALSE
21,1984,Summer,Los Angeles,USA,CAN,6,BOX,Boxing,3,5,FALSE
21,1984,Summer,Los Angeles,USA,CMR,6,BOX,Boxing,1,1,FALSE
21,1984,Summer,Los Angeles,USA,DOM,6,BOX,Boxing,1,1,FALSE
21,1984,Summer,Los Angeles,USA,FIN,6,BOX,Boxing,1,1,FALSE
21,1984,Summer,Los Angeles,USA,FRA,6,BOX,Boxing,1,1,FALSE
21,1984,Summer,Los Angeles,USA,FRG,6,BOX,Boxing,1,1,FALSE
21,1984,Summer,Los Angeles,USA,GBR,6,BOX,Boxing,1,1,FALSE
21,1984,Summer,Los Angeles,USA,ITA,6,BOX,Boxing,5,9,FALSE
21,1984,Summer,Los Angeles,USA,KEN,6,BOX,Boxing,1,1,FALSE
21,1984,Summer,Los Angeles,USA,KOR,6,BOX,Boxing,3,6,FALSE
21,1984,Summer,Los Angeles,USA,MEX,6,BOX,Boxing,1,2,FALSE
21,1984,Summer,Los Angeles,USA,NED,6,BOX,Boxing,1,1,FALSE
21,1984,Summer,Los Angeles,USA,NGR,6,BOX,Boxing,1,2,FALSE
21,1984,Summer,Los Angeles,USA,NZL,6,BOX,Boxing,1,2,FALSE
21,1984,Summer,Los Angeles,USA,PUR,6,BOX,Boxing,2,3,FALSE
21,1984,Summer,Los Angeles,USA,ROM,6,BOX,Boxing,1,1,FALSE
21,1984,Summer,Los Angeles,USA,THA,6,BOX,Boxing,1,2,FALSE
21,1984,Summer,Los Angeles,USA,TUR,6,BOX,Boxing,2,2,FALSE
21,1984,Summer,Los Angeles,USA,USA,6,BOX,Boxing,11,30,TRUE
21,1984,Summer,Los Angeles,USA,VEN,6,BOX,Boxing,2,2,FALSE
21,1984,Summer,Los Angeles,USA,YUG,6,BOX,Boxing,4,7,FALSE
21,1984,Summer,Los Angeles,USA,ZAM,6,BOX,Boxing,1,1,FALSE
22,1988,Summer,Seoul,KOR,AUS,6,BOX,Boxing,1,2,FALSE
22,1988,Summer,Seoul,KOR,BUL,6,BOX,Boxing,2,5,FALSE
22,1988,Summer,Seoul,KOR,CAN,6,BOX,Boxing,3,6,FALSE
22,1988,Summer,Seoul,KOR,COL,6,BOX,Boxing,1,1,FALSE
22,1988,Summer,Seoul,KOR,FRA,6,BOX,Boxing,1,2,FALSE
22,1988,Summer,Seoul,KOR,FRG,6,BOX,Boxing,1,1,FALSE
22,1988,Summer,Seoul,KOR,GBR,6,BOX,Boxing,1,1,FALSE
22,1988,Summer,Seoul,KOR,GDR,6,BOX,Boxing,3,8,FALSE
22,1988,Summer,Seoul,KOR,HUN,6,BOX,Boxing,1,1,FALSE
22,1988,Summer,Seoul,KOR,ITA,6,BOX,Boxing,1,3,FALSE
22,1988,Summer,Seoul,KOR,KEN,6,BOX,Boxing,2,4,FALSE
22,1988,Summer,Seoul,KOR,KOR,6,BOX,Boxing,4,9,TRUE
22,1988,Summer,Seoul,KOR,MAR,6,BOX,Boxing,1,1,FALSE
22,1988,Summer,Seoul,KOR,MEX,6,BOX,Boxing,1,1,FALSE
22,1988,Summer,Seoul,KOR,MGL,6,BOX,Boxing,1,1,FALSE
22,1988,Summer,Seoul,KOR,NED,6,BOX,Boxing,1,1,FALSE
22,1988,Summer,Seoul,KOR,PAK,6,BOX,Boxing,1,1,FALSE
22,1988,Summer,Seoul,KOR,PHI,6,BOX,Boxing,1,1,FALSE
22,1988,Summer,Seoul,KOR,POL,6,BOX,Boxing,4,4,FALSE
22,1988,Summer,Seoul,KOR,ROM,6,BOX,Boxing,1,2,FALSE
22,1988,Summer,Seoul,KOR,SWE,6,BOX,Boxing,2,3,FALSE
22,1988,Summer,Seoul,KOR,THA,6,BOX,Boxing,1,1,FALSE
22,1988,Summer,Seoul,KOR,URS,6,BOX,Boxing,4,7,FALSE
22,1988,Summer,Seoul,KOR,USA,6,BOX,Boxing,8,17,FALSE
22,1988,Summer,Seoul,KOR,YUG,6,BOX,Boxing,1,1,FALSE
23,1992,Summer,Barcelona,ESP,ALG,6,BOX,Boxing,1,1,FALSE
23,1992,Summer,Barcelona,ESP,BUL,6,BOX,Boxing,2,3,FALSE
23,1992,Summer,Barcelona,ESP,CAN,6,BOX,Boxing,2,3,FALSE
23,1992,Summer,Barcelona,ESP,CUB,6,BOX,Boxing,9,25,FALSE
23,1992,Summer,Barcelona,ESP,DEN,6,BOX,Boxing,1,1,FALSE
23,1992,Summer,Barcelona,ESP,ESP,6,BOX,Boxing,1,2,TRUE
23,1992,Summer,Barcelona,ESP,FIN,6,BOX,Boxing,1,1,FALSE
23,1992,Summer,Barcelona,ESP,GBR,6,BOX,Boxing,1,1,FALSE
23,1992,Summer,Barcelona,ESP,GER,6,BOX,Boxing,4,9,FALSE
23,1992,Summer,Barcelona,ESP,HUN,6,BOX,Boxing,3,3,FALSE
23,1992,Summer,Barcelona,ESP,IRL,6,BOX,Boxing,2,5,FALSE
23,1992,Summer,Barcelona,ESP,KOR,6,BOX,Boxing,2,2,FALSE
23,1992,Summer,Barcelona,ESP,MAR,6,BOX,Boxing,1,1,FALSE
23,1992,Summer,Barcelona,ESP,MGL,6,BOX,Boxing,1,1,FALSE
23,1992,Summer,Barcelona,ESP,NED,6,BOX,Boxing,2,3,FALSE
23,1992,Summer,Barcelona,ESP,NGR,6,BOX,Boxing,2,4,FALSE
23,1992,Summer,Barcelona,ESP,NZL,6,BOX,Boxing,1,1,FALSE
23,1992,Summer,Barcelona,ESP,PHI,6,BOX,Boxing,1,1,FALSE
23,1992,Summer,Barcelona,ESP,POL,6,BOX,Boxing,1,1,FALSE
23,1992,Summer,Barcelona,ESP,PRK,6,BOX,Boxing,2,4,FALSE
23,1992,Summer,Barcelona,ESP,PUR,6,BOX,Boxing,1,1,FALSE
23,1992,Summer,Barcelona,ESP,ROM,6,BOX,Boxing,1,1,FALSE
23,1992,Summer,Barcelona,ESP,THA,6,BOX,Boxing,1,1,FALSE
23,1992,Summer,Barcelona,ESP,URS,6,BOX,Boxing,2,3,FALSE
23,1992,Summer,Barcelona,ESP,USA,6,BOX,Boxing,3,6,FALSE
24,1996,Summer,Atlanta,USA,ALG,6,BOX,Boxing,2,4,FALSE
24,1996,Summer,Atlanta,USA,ARG,6,BOX,Boxing,1,1,FALSE
24,1996,Summer,Atlanta,USA,BUL,6,BOX,Boxing,3,7,FALSE
24,1996,Summer,Atlanta,USA,CAN,6,BOX,Boxing,1,2,FALSE
24,1996,Summer,Atlanta,USA,CUB,6,BOX,Boxing,7,18,FALSE
24,1996,Summer,Atlanta,USA,ESP,6,BOX,Boxing,1,1,FALSE
24,1996,Summer,Atlanta,USA,GER,6,BOX,Boxing,4,5,FALSE
24,1996,Summer,Atlanta,USA,HUN,6,BOX,Boxing,1,3,FALSE
24,1996,Summer,Atlanta,USA,KAZ,6,BOX,Boxing,4,7,FALSE
24,1996,Summer,Atlanta,USA,KOR,6,BOX,Boxing,1,2,FALSE
24,1996,Summer,Atlanta,USA,NGR,6,BOX,Boxing,1,1,FALSE
24,1996,Summer,Atlanta,USA,PHI,6,BOX,Boxing,1,2,FALSE
24,1996,Summer,Atlanta,USA,PUR,6,BOX,Boxing,1,1,FALSE
24,1996,Summer,Atlanta,USA,ROM,6,BOX,Boxing,2,2,FALSE
24,1996,Summer,Atlanta,USA,RUS,6,BOX,Boxing,4,6,FALSE
24,1996,Summer,Atlanta,USA,TGA,6,BOX,Boxing,1,2,FALSE
24,1996,Summer,Atlanta,USA,THA,6,BOX,Boxing,2,4,FALSE
24,1996,Summer,Atlanta,USA,TUN,6,BOX,Boxing,1,1,FALSE
24,1996,Summer,Atlanta,USA,TUR,6,BOX,Boxing,1,2,FALSE
24,1996,Summer,Atlanta,USA,UKR,6,BOX,Boxing,2,4,FALSE
24,1996,Summer,Atlanta,USA,USA,6,BOX,Boxing,6,8,TRUE
24,1996,Summer,Atlanta,USA,UZB,6,BOX,Boxing,1,1,FALSE
25,2000,Summer,Sydney,AUS,ALG,6,BOX,Boxing,1,1,FALSE
25,2000,Summer,Sydney,AUS,AZE,6,BOX,Boxing,1,1,FALSE
25,2000,Summer,Sydney,AUS,CUB,6,BOX,Boxing,6,14,FALSE
25,2000,Summer,Sydney,AUS,CZR,6,BOX,Boxing,1,2,FALSE
25,2000,Summer,Sydney,AUS,ESP,6,BOX,Boxing,1,2,FALSE
25,2000,Summer,Sydney,AUS,FRA,6,BOX,Boxing,2,4,FALSE
25,2000,Summer,Sydney,AUS,GBR,6,BOX,Boxing,1,3,FALSE
25,2000,Summer,Sydney,AUS,GEO,6,BOX,Boxing,1,1,FALSE
25,2000,Summer,Sydney,AUS,GER,6,BOX,Boxing,1,1,FALSE
25,2000,Summer,Sydney,AUS,HUN,6,BOX,Boxing,1,1,FALSE
25,2000,Summer,Sydney,AUS,ITA,6,BOX,Boxing,1,1,FALSE
25,2000,Summer,Sydney,AUS,KAZ,6,BOX,Boxing,4,10,FALSE
25,2000,Summer,Sydney,AUS,MAR,6,BOX,Boxing,1,1,FALSE
25,2000,Summer,Sydney,AUS,MDA,6,BOX,Boxing,1,1,FALSE
25,2000,Summer,Sydney,AUS,MEX,6,BOX,Boxing,1,1,FALSE
25,2000,Summer,Sydney,AUS,PRK,6,BOX,Boxing,1,1,FALSE
25,2000,Summer,Sydney,AUS,ROM,6,BOX,Boxing,2,3,FALSE
25,2000,Summer,Sydney,AUS,RUS,6,BOX,Boxing,7,14,FALSE
25,2000,Summer,Sydney,AUS,THA,6,BOX,Boxing,2,4,FALSE
25,2000,Summer,Sydney,AUS,UKR,6,BOX,Boxing,5,7,FALSE
25,2000,Summer,Sydney,AUS,USA,6,BOX,Boxing,4,6,FALSE
25,2000,Summer,Sydney,AUS,UZB,6,BOX,Boxing,3,5,FALSE
26,2004,Summer,Athens,GRC,AZE,6,BOX,Boxing,2,2,FALSE
26,2004,Summer,Athens,GRC,BLR,6,BOX,Boxing,2,4,FALSE
26,2004,Summer,Athens,GRC,BUL,6,BOX,Boxing,1,1,FALSE
26,2004,Summer,Athens,GRC,CHN,6,BOX,Boxing,1,1,FALSE
26,2004,Summer,Athens,GRC,CUB,6,BOX,Boxing,8,20,FALSE
26,2004,Summer,Athens,GRC,EGY,6,BOX,Boxing,3,4,FALSE
26,2004,Summer,Athens,GRC,FRA,6,BOX,Boxing,1,2,FALSE
26,2004,Summer,Athens,GRC,GBR,6,BOX,Boxing,1,2,FALSE
26,2004,Summer,Athens,GRC,GER,6,BOX,Boxing,2,2,FALSE
26,2004,Summer,Athens,GRC,ITA,6,BOX,Boxing,1,1,FALSE
26,2004,Summer,Athens,GRC,KAZ,6,BOX,Boxing,3,6,FALSE
26,2004,Summer,Athens,GRC,KOR,6,BOX,Boxing,2,2,FALSE
26,2004,Summer,Athens,GRC,PRK,6,BOX,Boxing,1,2,FALSE
26,2004,Summer,Athens,GRC,ROM,6,BOX,Boxing,1,1,FALSE
26,2004,Summer,Athens,GRC,RUS,6,BOX,Boxing,6,12,FALSE
26,2004,Summer,Athens,GRC,SYR,6,BOX,Boxing,1,1,FALSE
26,2004,Summer,Athens,GRC,THA,6,BOX,Boxing,3,6,FALSE
26,2004,Summer,Athens,GRC,TUR,6,BOX,Boxing,1,2,FALSE
26,2004,Summer,Athens,GRC,USA,6,BOX,Boxing,2,4,FALSE
26,2004,Summer,Athens,GRC,UZB,6,BOX,Boxing,2,2,FALSE
3,1904,Summer,St. Louis,USA,USA,6,BOX,Boxing,19,40,TRUE
47,2008,Summer,Beijing,CHN,ARM,6,BOX,Boxing,1,1,FALSE
47,2008,Summer,Beijing,CHN,AZE,6,BOX,Boxing,1,1,FALSE
47,2008,Summer,Beijing,CHN,CHN,6,BOX,Boxing,4,9,TRUE
47,2008,Summer,Beijing,CHN,CUB,6,BOX,Boxing,8,12,FALSE
47,2008,Summer,Beijing,CHN,DOM,6,BOX,Boxing,1,3,FALSE
47,2008,Summer,Beijing,CHN,FRA,6,BOX,Boxing,3,5,FALSE
47,2008,Summer,Beijing,CHN,GBR,6,BOX,Boxing,3,5,FALSE
47,2008,Summer,Beijing,CHN,IND,6,BOX,Boxing,1,1,FALSE
47,2008,Summer,Beijing,CHN,IRL,6,BOX,Boxing,3,4,FALSE
47,2008,Summer,Beijing,CHN,ITA,6,BOX,Boxing,3,6,FALSE
47,2008,Summer,Beijing,CHN,KAZ,6,BOX,Boxing,2,4,FALSE
47,2008,Summer,Beijing,CHN,KOR,6,BOX,Boxing,1,1,FALSE
47,2008,Summer,Beijing,CHN,MDA,6,BOX,Boxing,1,1,FALSE
47,2008,Summer,Beijing,CHN,MGL,6,BOX,Boxing,2,5,FALSE
47,2008,Summer,Beijing,CHN,MRI,6,BOX,Boxing,1,1,FALSE
47,2008,Summer,Beijing,CHN,RUS,6,BOX,Boxing,3,7,FALSE
47,2008,Summer,Beijing,CHN,THA,6,BOX,Boxing,2,5,FALSE
47,2008,Summer,Beijing,CHN,TUR,6,BOX,Boxing,1,1,FALSE
47,2008,Summer,Beijing,CHN,UKR,6,BOX,Boxing,2,4,FALSE
47,2008,Summer,Beijing,CHN,USA,6,BOX,Boxing,1,1,FALSE
5,1908,Summer,London,GBR,ANZ,6,BOX,Boxing,1,2,FALSE
5,1908,Summer,London,GBR,GBR,6,BOX,Boxing,16,30,TRUE
7,1920,Summer,Atwerp,BEL,CAN,6,BOX,Boxing,6,11,FALSE
7,1920,Summer,Atwerp,BEL,DEN,6,BOX,Boxing,3,6,FALSE
7,1920,Summer,Atwerp,BEL,FRA,6,BOX,Boxing,3,6,FALSE
7,1920,Summer,Atwerp,BEL,GBR,6,BOX,Boxing,5,9,FALSE
7,1920,Summer,Atwerp,BEL,KIT,6,BOX,Boxing,1,1,FALSE
7,1920,Summer,Atwerp,BEL,NOR,6,BOX,Boxing,1,2,FALSE
7,1920,Summer,Atwerp,BEL,SAF,6,BOX,Boxing,1,3,FALSE
7,1920,Summer,Atwerp,BEL,USA,6,BOX,Boxing,4,10,FALSE
8,1924,Summer,Paris,FRA,ARG,6,BOX,Boxing,4,6,FALSE
8,1924,Summer,Paris,FRA,BEL,6,BOX,Boxing,2,4,FALSE
8,1924,Summer,Paris,FRA,CAN,6,BOX,Boxing,1,1,FALSE
8,1924,Summer,Paris,FRA,DEN,6,BOX,Boxing,3,7,FALSE
8,1924,Summer,Paris,FRA,FRA,6,BOX,Boxing,1,1,TRUE
8,1924,Summer,Paris,FRA,GBR,6,BOX,Boxing,4,10,FALSE
8,1924,Summer,Paris,FRA,NOR,6,BOX,Boxing,2,4,FALSE
8,1924,Summer,Paris,FRA,SAF,6,BOX,Boxing,1,3,FALSE
8,1924,Summer,Paris,FRA,USA,6,BOX,Boxing,6,12,FALSE
9,1928,Summer,Amsterdam,NLD,ARG,6,BOX,Boxing,4,10,FALSE
9,1928,Summer,Amsterdam,NLD,BEL,6,BOX,Boxing,1,1,FALSE
9,1928,Summer,Amsterdam,NLD,CAN,6,BOX,Boxing,1,1,FALSE
9,1928,Summer,Amsterdam,NLD,CZE,6,BOX,Boxing,1,2,FALSE
9,1928,Summer,Amsterdam,NLD,DEN,6,BOX,Boxing,1,1,FALSE
9,1928,Summer,Amsterdam,NLD,FRA,6,BOX,Boxing,1,2,FALSE
9,1928,Summer,Amsterdam,NLD,GER,6,BOX,Boxing,1,2,FALSE
9,1928,Summer,Amsterdam,NLD,HUN,6,BOX,Boxing,1,3,FALSE
9,1928,Summer,Amsterdam,NLD,KIT,6,BOX,Boxing,4,10,FALSE
9,1928,Summer,Amsterdam,NLD,NED,6,BOX,Boxing,2,4,FALSE
9,1928,Summer,Amsterdam,NLD,NZL,6,BOX,Boxing,1,3,FALSE
9,1928,Summer,Amsterdam,NLD,SAF,6,BOX,Boxing,1,1,FALSE
9,1928,Summer,Amsterdam,NLD,SWE,6,BOX,Boxing,2,3,FALSE
9,1928,Summer,Amsterdam,NLD,USA,6,BOX,Boxing,3,5,FALSE
11,1936,Summer,Berlin,GER,AUT,7,CAN,Canoeing,11,24,FALSE
11,1936,Summer,Berlin,GER,CAN,7,CAN,Canoeing,5,9,FALSE
11,1936,Summer,Berlin,GER,CZE,7,CAN,Canoeing,5,14,FALSE
11,1936,Summer,Berlin,GER,FRA,7,CAN,Canoeing,1,2,FALSE
11,1936,Summer,Berlin,GER,GER,7,CAN,Canoeing,10,21,TRUE
11,1936,Summer,Berlin,GER,NED,7,CAN,Canoeing,5,5,FALSE
11,1936,Summer,Berlin,GER,SWE,7,CAN,Canoeing,4,8,FALSE
11,1936,Summer,Berlin,GER,USA,7,CAN,Canoeing,1,1,FALSE
12,1948,Summer,London,GBR,AUT,7,CAN,Canoeing,1,1,FALSE
12,1948,Summer,London,GBR,CAN,7,CAN,Canoeing,2,3,FALSE
12,1948,Summer,London,GBR,CZE,7,CAN,Canoeing,6,16,FALSE
12,1948,Summer,London,GBR,DEN,7,CAN,Canoeing,4,9,FALSE
12,1948,Summer,London,GBR,FIN,7,CAN,Canoeing,5,6,FALSE
12,1948,Summer,London,GBR,FRA,7,CAN,Canoeing,6,6,FALSE
12,1948,Summer,London,GBR,NED,7,CAN,Canoeing,1,2,FALSE
12,1948,Summer,London,GBR,NOR,7,CAN,Canoeing,3,5,FALSE
12,1948,Summer,London,GBR,SWE,7,CAN,Canoeing,6,18,FALSE
12,1948,Summer,London,GBR,USA,7,CAN,Canoeing,5,12,FALSE
13,1952,Summer,Helsinki,FIN,AUT,7,CAN,Canoeing,3,4,FALSE
13,1952,Summer,Helsinki,FIN,CAN,7,CAN,Canoeing,2,4,FALSE
13,1952,Summer,Helsinki,FIN,CZE,7,CAN,Canoeing,4,8,FALSE
13,1952,Summer,Helsinki,FIN,DEN,7,CAN,Canoeing,2,6,FALSE
13,1952,Summer,Helsinki,FIN,FIN,7,CAN,Canoeing,8,21,TRUE
13,1952,Summer,Helsinki,FIN,FRA,7,CAN,Canoeing,3,7,FALSE
13,1952,Summer,Helsinki,FIN,GER,7,CAN,Canoeing,5,5,FALSE
13,1952,Summer,Helsinki,FIN,HUN,7,CAN,Canoeing,4,6,FALSE
13,1952,Summer,Helsinki,FIN,SWE,7,CAN,Canoeing,6,13,FALSE
13,1952,Summer,Helsinki,FIN,URS,7,CAN,Canoeing,1,1,FALSE
13,1952,Summer,Helsinki,FIN,USA,7,CAN,Canoeing,1,3,FALSE
14,1956,Summer,Melbourne,AUS,AUS,7,CAN,Canoeing,2,2,TRUE
14,1956,Summer,Melbourne,AUS,AUT,7,CAN,Canoeing,2,2,FALSE
14,1956,Summer,Melbourne,AUS,DEN,7,CAN,Canoeing,1,1,FALSE
14,1956,Summer,Melbourne,AUS,FRA,7,CAN,Canoeing,2,4,FALSE
14,1956,Summer,Melbourne,AUS,GER,7,CAN,Canoeing,6,13,FALSE
14,1956,Summer,Melbourne,AUS,HUN,7,CAN,Canoeing,10,17,FALSE
14,1956,Summer,Melbourne,AUS,ROM,7,CAN,Canoeing,4,12,FALSE
14,1956,Summer,Melbourne,AUS,SWE,7,CAN,Canoeing,2,6,FALSE
14,1956,Summer,Melbourne,AUS,URS,7,CAN,Canoeing,10,21,FALSE
15,1960,Summer,Rome,ITA,DEN,7,CAN,Canoeing,5,7,FALSE
15,1960,Summer,Rome,ITA,GER,7,CAN,Canoeing,7,18,FALSE
15,1960,Summer,Rome,ITA,HUN,7,CAN,Canoeing,12,21,FALSE
15,1960,Summer,Rome,ITA,ITA,7,CAN,Canoeing,2,4,TRUE
15,1960,Summer,Rome,ITA,POL,7,CAN,Canoeing,3,3,FALSE
15,1960,Summer,Rome,ITA,ROM,7,CAN,Canoeing,1,1,FALSE
15,1960,Summer,Rome,ITA,SWE,7,CAN,Canoeing,3,7,FALSE
15,1960,Summer,Rome,ITA,URS,7,CAN,Canoeing,6,17,FALSE
16,1964,Summer,Tokyo,JPN,DEN,7,CAN,Canoeing,2,2,FALSE
16,1964,Summer,Tokyo,JPN,FRA,7,CAN,Canoeing,2,4,FALSE
16,1964,Summer,Tokyo,JPN,GER,7,CAN,Canoeing,9,19,FALSE
16,1964,Summer,Tokyo,JPN,HUN,7,CAN,Canoeing,1,2,FALSE
16,1964,Summer,Tokyo,JPN,NED,7,CAN,Canoeing,2,4,FALSE
16,1964,Summer,Tokyo,JPN,ROM,7,CAN,Canoeing,9,11,FALSE
16,1964,Summer,Tokyo,JPN,SWE,7,CAN,Canoeing,3,9,FALSE
16,1964,Summer,Tokyo,JPN,URS,7,CAN,Canoeing,8,22,FALSE
16,1964,Summer,Tokyo,JPN,USA,7,CAN,Canoeing,3,5,FALSE
17,1968,Summer,MEX City,MEX,AUT,7,CAN,Canoeing,2,2,FALSE
17,1968,Summer,MEX City,MEX,DEN,7,CAN,Canoeing,1,1,FALSE
17,1968,Summer,MEX City,MEX,FRG,7,CAN,Canoeing,4,10,FALSE
17,1968,Summer,MEX City,MEX,HUN,7,CAN,Canoeing,12,22,FALSE
17,1968,Summer,MEX City,MEX,NOR,7,CAN,Canoeing,4,12,FALSE
17,1968,Summer,MEX City,MEX,ROM,7,CAN,Canoeing,7,15,FALSE
17,1968,Summer,MEX City,MEX,URS,7,CAN,Canoeing,9,16,FALSE
18,1972,Summer,Munchen,GER,AUT,7,CAN,Canoeing,1,2,FALSE
18,1972,Summer,Munchen,GER,BUL,7,CAN,Canoeing,2,2,FALSE
18,1972,Summer,Munchen,GER,FRA,7,CAN,Canoeing,2,2,FALSE
18,1972,Summer,Munchen,GER,FRG,7,CAN,Canoeing,6,10,FALSE
18,1972,Summer,Munchen,GER,GDR,7,CAN,Canoeing,8,20,FALSE
18,1972,Summer,Munchen,GER,HUN,7,CAN,Canoeing,5,8,FALSE
18,1972,Summer,Munchen,GER,NED,7,CAN,Canoeing,1,2,FALSE
18,1972,Summer,Munchen,GER,NOR,7,CAN,Canoeing,4,4,FALSE
18,1972,Summer,Munchen,GER,POL,7,CAN,Canoeing,2,2,FALSE
18,1972,Summer,Munchen,GER,ROM,7,CAN,Canoeing,9,17,FALSE
18,1972,Summer,Munchen,GER,SWE,7,CAN,Canoeing,1,2,FALSE
18,1972,Summer,Munchen,GER,URS,7,CAN,Canoeing,12,36,FALSE
18,1972,Summer,Munchen,GER,USA,7,CAN,Canoeing,1,1,FALSE
19,1976,Summer,Montreal,CAN,CAN,7,CAN,Canoeing,1,2,TRUE
19,1976,Summer,Montreal,CAN,ESP,7,CAN,Canoeing,4,8,FALSE
19,1976,Summer,Montreal,CAN,GDR,7,CAN,Canoeing,13,23,FALSE
19,1976,Summer,Montreal,CAN,HUN,7,CAN,Canoeing,12,16,FALSE
19,1976,Summer,Montreal,CAN,POL,7,CAN,Canoeing,2,4,FALSE
19,1976,Summer,Montreal,CAN,ROM,7,CAN,Canoeing,6,10,FALSE
19,1976,Summer,Montreal,CAN,URS,7,CAN,Canoeing,17,47,FALSE
19,1976,Summer,Montreal,CAN,YUG,7,CAN,Canoeing,2,4,FALSE
20,1980,Summer,Moscow,RUS,AUS,7,CAN,Canoeing,1,2,FALSE
20,1980,Summer,Moscow,RUS,BUL,7,CAN,Canoeing,9,13,FALSE
20,1980,Summer,Moscow,RUS,ESP,7,CAN,Canoeing,4,6,FALSE
20,1980,Summer,Moscow,RUS,FRA,7,CAN,Canoeing,1,2,FALSE
20,1980,Summer,Moscow,RUS,GDR,7,CAN,Canoeing,14,32,FALSE
20,1980,Summer,Moscow,RUS,HUN,7,CAN,Canoeing,6,12,FALSE
20,1980,Summer,Moscow,RUS,ROM,7,CAN,Canoeing,10,20,FALSE
20,1980,Summer,Moscow,RUS,URS,7,CAN,Canoeing,12,27,FALSE
21,1984,Summer,Los Angeles,USA,AUS,7,CAN,Canoeing,2,2,FALSE
21,1984,Summer,Los Angeles,USA,CAN,7,CAN,Canoeing,12,21,FALSE
21,1984,Summer,Los Angeles,USA,DEN,7,CAN,Canoeing,2,3,FALSE
21,1984,Summer,Los Angeles,USA,ESP,7,CAN,Canoeing,2,2,FALSE
21,1984,Summer,Los Angeles,USA,FRA,7,CAN,Canoeing,9,11,FALSE
21,1984,Summer,Los Angeles,USA,FRG,7,CAN,Canoeing,4,7,FALSE
21,1984,Summer,Los Angeles,USA,NED,7,CAN,Canoeing,1,1,FALSE
21,1984,Summer,Los Angeles,USA,NZL,7,CAN,Canoeing,8,24,FALSE
21,1984,Summer,Los Angeles,USA,ROM,7,CAN,Canoeing,9,23,FALSE
21,1984,Summer,Los Angeles,USA,SWE,7,CAN,Canoeing,14,31,FALSE
21,1984,Summer,Los Angeles,USA,USA,7,CAN,Canoeing,1,1,TRUE
21,1984,Summer,Los Angeles,USA,YUG,7,CAN,Canoeing,5,12,FALSE
22,1988,Summer,Seoul,KOR,AUS,7,CAN,Canoeing,3,4,FALSE
22,1988,Summer,Seoul,KOR,BUL,7,CAN,Canoeing,9,13,FALSE
22,1988,Summer,Seoul,KOR,FRA,7,CAN,Canoeing,2,2,FALSE
22,1988,Summer,Seoul,KOR,GDR,7,CAN,Canoeing,17,36,FALSE
22,1988,Summer,Seoul,KOR,HUN,7,CAN,Canoeing,11,25,FALSE
22,1988,Summer,Seoul,KOR,NED,7,CAN,Canoeing,2,2,FALSE
22,1988,Summer,Seoul,KOR,NZL,7,CAN,Canoeing,5,11,FALSE
22,1988,Summer,Seoul,KOR,POL,7,CAN,Canoeing,5,7,FALSE
22,1988,Summer,Seoul,KOR,URS,7,CAN,Canoeing,12,29,FALSE
22,1988,Summer,Seoul,KOR,USA,7,CAN,Canoeing,3,9,FALSE
23,1992,Summer,Barcelona,ESP,AUS,7,CAN,Canoeing,6,9,FALSE
23,1992,Summer,Barcelona,ESP,BUL,7,CAN,Canoeing,4,8,FALSE
23,1992,Summer,Barcelona,ESP,CZR,7,CAN,Canoeing,3,7,FALSE
23,1992,Summer,Barcelona,ESP,DEN,7,CAN,Canoeing,2,4,FALSE
23,1992,Summer,Barcelona,ESP,FIN,7,CAN,Canoeing,1,3,FALSE
23,1992,Summer,Barcelona,ESP,FRA,7,CAN,Canoeing,6,7,FALSE
23,1992,Summer,Barcelona,ESP,GBR,7,CAN,Canoeing,1,2,FALSE
23,1992,Summer,Barcelona,ESP,GER,7,CAN,Canoeing,22,56,FALSE
23,1992,Summer,Barcelona,ESP,HUN,7,CAN,Canoeing,13,27,FALSE
23,1992,Summer,Barcelona,ESP,ITA,7,CAN,Canoeing,3,5,FALSE
23,1992,Summer,Barcelona,ESP,LAT,7,CAN,Canoeing,1,2,FALSE
23,1992,Summer,Barcelona,ESP,NOR,7,CAN,Canoeing,2,3,FALSE
23,1992,Summer,Barcelona,ESP,POL,7,CAN,Canoeing,5,7,FALSE
23,1992,Summer,Barcelona,ESP,SWE,7,CAN,Canoeing,8,12,FALSE
23,1992,Summer,Barcelona,ESP,URS,7,CAN,Canoeing,3,8,FALSE
23,1992,Summer,Barcelona,ESP,USA,7,CAN,Canoeing,5,8,FALSE
